0,300,100000.0
0,301,100000.0
0,302,100000.0
0,303,100000.0
0,304,100000.0
0,305,100000.0
0,306,100000.0
0,307,100000.0
0,308,100000.0
0,309,100000.0
0,310,100000.0
0,311,40.0
1,300,100000.0
1,301,100000.0
1,302,100000.0
1,303,100000.0
1,304,100000.0
1,305,100000.0
1,306,100000.0
1,307,100000.0
1,308,100000.0
1,309,100000.0
1,310,100000.0
1,311,40.0
2,300,100000.0
2,301,100000.0
2,302,100000.0
2,303,100000.0
2,304,100000.0
2,305,100000.0
2,306,100000.0
2,307,100000.0
2,308,100000.0
2,309,100000.0
2,310,100000.0
2,311,40.0
3,300,100000.0
3,301,100000.0
3,302,100000.0
3,303,100000.0
3,304,100000.0
3,305,100000.0
3,306,100000.0
3,307,100000.0
3,308,100000.0
3,309,100000.0
3,310,100000.0
3,311,40.0
4,300,100000.0
4,301,100000.0
4,302,100000.0
4,303,100000.0
4,304,100000.0
4,305,100000.0
4,306,100000.0
4,307,100000.0
4,308,100000.0
4,309,100000.0
4,310,100000.0
4,311,40.0
5,300,100000.0
5,301,100000.0
5,302,100000.0
5,303,100000.0
5,304,100000.0
5,305,100000.0
5,306,100000.0
5,307,100000.0
5,308,100000.0
5,309,100000.0
5,310,100000.0
5,311,40.0
6,300,100000.0
6,301,100000.0
6,302,100000.0
6,303,100000.0
6,304,100000.0
6,305,100000.0
6,306,100000.0
6,307,100000.0
6,308,100000.0
6,309,100000.0
6,310,100000.0
6,311,40.0
7,300,100000.0
7,301,100000.0
7,302,100000.0
7,303,100000.0
7,304,100000.0
7,305,100000.0
7,306,100000.0
7,307,100000.0
7,308,100000.0
7,309,100000.0
7,310,100000.0
7,311,40.0
8,300,100000.0
8,301,100000.0
8,302,100000.0
8,303,100000.0
8,304,100000.0
8,305,100000.0
8,306,100000.0
8,307,100000.0
8,308,100000.0
8,309,100000.0
8,310,100000.0
8,311,40.0
9,300,100000.0
9,301,100000.0
9,302,100000.0
9,303,100000.0
9,304,100000.0
9,305,100000.0
9,306,100000.0
9,307,100000.0
9,308,100000.0
9,309,100000.0
9,310,100000.0
9,311,40.0
10,300,100000.0
10,301,100000.0
10,302,100000.0
10,303,100000.0
10,304,100000.0
10,305,100000.0
10,306,100000.0
10,307,100000.0
10,308,100000.0
10,309,100000.0
10,310,100000.0
10,311,40.0
11,300,100000.0
11,301,100000.0
11,302,100000.0
11,303,100000.0
11,304,100000.0
11,305,100000.0
11,306,100000.0
11,307,100000.0
11,308,100000.0
11,309,100000.0
11,310,100000.0
11,311,40.0
12,300,100000.0
12,301,100000.0
12,302,100000.0
12,303,100000.0
12,304,100000.0
12,305,100000.0
12,306,100000.0
12,307,100000.0
12,308,100000.0
12,309,100000.0
12,310,100000.0
12,311,40.0
13,300,100000.0
13,301,100000.0
13,302,100000.0
13,303,100000.0
13,304,100000.0
13,305,100000.0
13,306,100000.0
13,307,100000.0
13,308,100000.0
13,309,100000.0
13,310,100000.0
13,311,40.0
14,300,100000.0
14,301,100000.0
14,302,100000.0
14,303,100000.0
14,304,100000.0
14,305,100000.0
14,306,100000.0
14,307,100000.0
14,308,100000.0
14,309,100000.0
14,310,100000.0
14,311,40.0
15,300,100000.0
15,301,100000.0
15,302,100000.0
15,303,100000.0
15,304,100000.0
15,305,100000.0
15,306,100000.0
15,307,100000.0
15,308,100000.0
15,309,100000.0
15,310,100000.0
15,311,40.0
16,300,100000.0
16,301,100000.0
16,302,100000.0
16,303,100000.0
16,304,100000.0
16,305,100000.0
16,306,100000.0
16,307,100000.0
16,308,100000.0
16,309,100000.0
16,310,100000.0
16,311,40.0
17,300,100000.0
17,301,100000.0
17,302,100000.0
17,303,100000.0
17,304,100000.0
17,305,100000.0
17,306,100000.0
17,307,100000.0
17,308,100000.0
17,309,100000.0
17,310,100000.0
17,311,40.0
18,300,100000.0
18,301,100000.0
18,302,100000.0
18,303,100000.0
18,304,100000.0
18,305,100000.0
18,306,100000.0
18,307,100000.0
18,308,100000.0
18,309,100000.0
18,310,100000.0
18,311,40.0
19,300,100000.0
19,301,100000.0
19,302,100000.0
19,303,100000.0
19,304,100000.0
19,305,100000.0
19,306,100000.0
