0,198,16.0,198,13881,138489,441689,false
1,218,38.0,218,13775,134065,649851,false
2,156,19.0,156,65233,42777,394188,false
3,164,14.0,164,93446,66484,379489,false
4,244,5.0,244,85205,91015,62021,false
5,163,1.0,163,23929,101021,299498,false
6,229,14.0,229,65455,73495,991384,false
7,64,4.0,64,107972,18868,498610,false
8,146,7.0,146,47246,48024,566182,true
9,43,4.0,43,17366,161344,573363,false
10,216,31.0,216,161915,48965,560208,true
11,49,3.0,49,99387,25443,999337,false
12,136,22.0,136,92191,7559,669094,false
13,195,1.0,195,26470,140410,995923,false
14,243,39.0,243,87519,35681,840949,false
15,13,0.0,13,56993,79717,896922,false
16,296,53.0,296,29532,80468,129904,false
17,204,10.0,204,86506,23464,70956,false
18,225,21.0,225,118834,57636,834948,false
19,49,7.0,49,124719,55461,98518,false
