0,153,5.0,153,144386,7714,217138,false
1,208,25.0,208,157664,46366,650497,false
2,181,24.0,181,126102,13128,341603,false
3,194,17.0,194,67579,96341,212157,false
4,249,12.0,249,44673,110527,445875,false
5,34,0.0,34,128604,68916,976137,false
6,32,4.0,32,44344,182366,273910,true
7,239,14.0,239,1411,189119,469822,false
8,256,46.0,256,121021,8689,1028170,false
9,188,6.0,188,98765,102515,249936,false
10,124,12.0,124,142176,4754,284653,false
11,154,22.0,154,145243,7427,443671,false
12,202,8.0,202,5808,110912,239488,false
13,59,0.0,59,14942,152818,277145,false
14,253,4.0,253,67130,45010,714264,false
15,230,38.0,230,43227,123723,795696,false
16,305,21.0,305,14563,92187,177185,false
17,149,7.0,149,66009,136471,220289,false
18,96,11.0,96,3454,110926,878792,false
19,60,4.0,60,74732,39928,584213,false
20,240,46.0,240,120716,79444,295661,false
21,65,4.0,65,57831,162669,179741,false
22,91,3.0,91,164738,14542,135910,false
23,51,3.0,51,91331,93799,201235,true
24,263,16.0,263,32688,122652,661083,false
25,289,0.0,289,9327,142013,988270,false
26,117,2.0,117,18807,161993,49893,false
27,133,18.0,133,157195,10525,296870,false
28,161,1.0,161,123616,8234,305768,false
29,233,2.0,233,87964,111206,971213,false
