0,38,5.0,38,117449,55451,246712,false
1,236,33.0,236,23355,106155,289172,false
2,211,11.0,211,108658,12382,490703,false
3,22,1.0,22,16701,123789,656716,false
4,124,1.0,124,143785,39965,664510,false
5,112,8.0,112,63510,139170,441777,false
6,202,11.0,202,194156,31654,591022,false
7,249,26.0,249,46416,91134,172724,false
8,239,2.0,239,151537,3303,631998,false
9,258,47.0,258,76465,39215,667400,false
10,98,5.0,98,4478,122242,910006,false
11,272,52.0,272,172390,50360,90959,false
12,308,53.0,308,110732,52348,388830,false
13,210,10.0,210,72269,30911,361195,false
14,248,1.0,248,40411,103719,293298,false
15,69,10.0,69,3139,195741,172660,false
16,239,5.0,239,136100,35180,674779,false
17,24,0.0,24,7361,190279,813090,false
18,296,41.0,296,39453,183747,805323,false
19,96,14.0,96,6821,116479,953804,false
20,185,0.0,185,125517,4263,234123,false
21,156,13.0,156,82826,77374,545774,true
22,36,1.0,36,8996,195644,236685,false
23,225,40.0,225,78835,66445,963022,false
24,244,15.0,244,36277,78523,375757,true
25,12,0.0,12,33882,107588,599754,false
26,50,8.0,50,992,147598,695068,false
27,168,27.0,168,1076,101054,369000,true
28,195,9.0,195,176318,30232,466229,false
29,224,28.0,224,109248,73102,997408,false
