0,218,36.0,218,68716,81784,802234,false
1,82,9.0,82,36525,78355,443226,false
2,145,10.0,145,137509,40571,756198,false
3,55,9.0,55,37373,64477,250390,false
4,187,25.0,187,4140,161220,780378,false
5,181,7.0,181,119212,32618,63871,false
6,45,3.0,45,99903,29967,1648,false
7,120,1.0,120,30717,146963,412018,false
8,196,18.0,196,120519,8071,271928,false
9,118,15.0,118,532,164598,729514,false
10,270,45.0,270,50251,164399,140153,false
11,30,3.0,30,122916,6934,25037,false
12,199,25.0,199,108061,38869,349362,false
13,13,0.0,13,71065,130215,86136,false
14,97,2.0,97,89069,54431,515040,false
15,149,21.0,149,156028,15782,957806,false
16,27,0.0,27,22979,130301,578132,true
17,40,3.0,40,27701,117339,466988,false
18,190,6.0,190,78139,126661,340437,true
19,81,5.0,81,76325,88735,426585,false
