0,47,6.0,47,58090,92970,361024,false
1,155,8.0,155,124601,54859,81893,false
2,204,7.0,204,25836,107604,793091,false
3,141,5.0,141,46578,138062,624209,false
4,130,3.0,130,30502,104048,235194,false
5,239,42.0,239,137644,33716,413909,false
6,287,8.0,287,114089,37881,470442,false
7,79,0.0,79,117578,20822,294214,false
8,306,26.0,306,107152,33478,70302,false
9,84,10.0,84,125505,33055,689729,false
10,175,12.0,175,17305,182375,297947,false
11,120,4.0,120,159050,9190,101647,false
12,142,0.0,142,141586,43934,720165,false
13,260,36.0,260,62110,141330,323304,false
14,178,11.0,178,144894,35916,250414,false
15,267,46.0,267,80140,52340,181725,false
16,134,15.0,134,150498,37902,318508,false
17,203,15.0,203,106787,28733,175900,false
18,23,0.0,23,87044,120156,491172,false
19,254,25.0,254,65692,96428,853815,false
20,148,26.0,148,30634,134286,834911,false
21,182,13.0,182,62915,118365,87129,false
22,176,4.0,176,114969,7951,281254,false
23,267,16.0,267,95509,30971,9237,false
24,260,40.0,260,40669,82051,1040629,false
25,35,4.0,35,75275,39125,348824,true
26,70,3.0,70,151376,45344,800519,false
27,18,1.0,18,81286,82154,938278,false
28,247,46.0,247,61385,60535,601749,true
29,96,10.0,96,9843,129677,181861,false
30,248,28.0,248,192618,12182,263439,false
31,45,1.0,45,140112,44658,808791,false
32,283,4.0,283,39255,156585,556386,false
33,11,0.0,11,24320,142160,427200,true
34,207,22.0,207,165914,50446,107346,false
35,297,54.0,297,18018,128142,113615,false
36,294,36.0,294,86611,79149,186592,false
37,108,19.0,108,50989,143891,40144,false
38,39,5.0,39,121798,81482,582099,false
39,88,14.0,88,25962,129378,620481,false
