0,69,5.0,69,147463,767,787448,false
1,43,2.0,43,39704,151276,1019881,false
2,158,0.0,158,85034,49876,853680,false
3,122,14.0,122,87066,76644,326885,false
4,229,40.0,229,109716,9804,222546,false
5,94,16.0,94,41209,96971,243377,false
6,165,13.0,165,66963,97957,370201,true
7,306,53.0,306,136456,85124,535539,false
8,205,10.0,205,104379,74821,630825,false
9,35,3.0,35,45873,101547,847959,false
10,275,21.0,275,42496,63484,569971,false
11,247,15.0,247,8614,108666,864611,false
12,170,8.0,170,68864,58736,107168,false
13,80,10.0,80,37339,78421,728361,false
14,212,40.0,212,85905,107455,613714,false
15,212,26.0,212,140596,3644,191532,false
16,119,9.0,119,25778,119392,934667,false
17,153,3.0,153,37170,113470,600523,false
18,25,0.0,25,5149,178451,916859,true
19,62,3.0,62,33634,96596,173542,false
