0,81,3.0,81,80509,91491,522278,false
1,213,13.0,213,63328,66942,363424,false
2,55,9.0,55,103309,107291,795072,false
3,107,12.0,107,104089,61111,412605,false
4,148,9.0,148,93632,122998,770985,true
5,151,15.0,151,89670,121450,424370,false
6,21,2.0,21,83677,49043,550343,false
7,249,25.0,249,77477,124443,587207,false
8,213,28.0,213,2027,167173,633978,false
9,292,43.0,292,84660,70180,828788,false
10,142,18.0,142,72993,154887,795633,false
11,309,47.0,309,118380,25460,348024,false
12,188,0.0,188,156099,2731,70946,false
13,21,2.0,21,49334,132526,806111,false
14,180,0.0,180,10597,99323,355128,false
15,307,3.0,307,112102,19898,1017082,false
16,269,39.0,269,77560,55640,50746,false
17,180,25.0,180,181162,20118,417978,false
18,179,12.0,179,30401,67669,963609,false
19,219,25.0,219,108483,1277,509097,false
