0,33,0.0,33,85547,95353,425596,false
1,57,8.0,57,56027,77743,493048,false
2,250,15.0,250,88040,37560,580822,false
3,79,0.0,79,90886,90554,100901,false
4,184,6.0,184,92955,89815,763836,false
5,143,12.0,143,36307,136043,183349,false
6,139,18.0,139,124012,39988,400928,false
7,284,50.0,284,45455,164245,426391,false
8,75,6.0,75,110618,59862,138020,false
9,302,50.0,302,71038,107322,898205,false
10,305,46.0,305,6525,125775,135896,false
11,216,5.0,216,16660,102130,198265,false
12,179,0.0,179,193585,24395,33443,false
13,80,1.0,80,883,142057,213986,false
14,291,50.0,291,58510,123110,830418,false
15,37,5.0,37,163786,46544,105610,false
16,289,10.0,289,135192,16248,609394,false
17,265,47.0,265,119174,31936,383349,false
18,175,4.0,175,67506,67854,787325,false
19,93,11.0,93,35,186525,21538,false
