0,81,7.0,81,32389,87731,794316,true
1,305,10.0,305,92441,13329,199790,false
2,282,35.0,282,49649,70961,630986,false
3,80,3.0,80,40033,105847,932852,false
4,195,19.0,195,110555,12565,1016700,false
5,207,39.0,207,119484,6446,482831,false
6,259,37.0,259,80194,109486,186418,false
7,53,2.0,53,10331,132679,746893,false
8,178,2.0,178,107847,86713,543077,false
9,61,9.0,61,65656,50754,779715,false
10,42,6.0,42,71227,114613,866264,false
11,209,39.0,209,86674,32606,282829,false
12,257,19.0,257,48076,83954,1025592,false
13,259,30.0,259,18943,117227,84850,false
14,112,9.0,112,82611,30439,45827,false
15,297,44.0,297,15815,123065,587882,false
16,129,14.0,129,92199,121371,850185,false
17,136,21.0,136,36910,81730,981133,false
18,104,11.0,104,164632,7048,334397,false
19,81,5.0,81,34497,131583,555544,false
20,113,10.0,113,485,162545,670281,true
21,21,1.0,21,36600,170280,184772,false
22,231,21.0,231,121638,73802,300291,false
23,78,0.0,78,105823,104497,689641,false
24,110,13.0,110,109624,52556,743660,false
25,96,4.0,96,165511,6479,998044,false
26,123,13.0,123,3861,97849,633831,false
27,212,14.0,212,120774,31956,698082,false
28,129,12.0,129,82253,65447,449256,false
29,117,12.0,117,32773,90007,285458,false
