0,34,1.0,34,123493,57587,539833,false
1,111,12.0,111,67968,149292,353954,false
2,141,22.0,141,163675,18485,45120,false
3,100,17.0,100,46570,58990,335232,false
4,101,0.0,101,43523,90317,620120,false
5,274,3.0,274,79692,42798,543837,true
6,171,11.0,171,129814,37836,639393,false
7,198,33.0,198,132627,44043,282040,false
8,41,4.0,41,210059,17011,272288,false
9,76,7.0,76,162697,39713,53099,false
10,14,0.0,14,34401,174579,4855,false
11,305,31.0,305,4840,156510,433008,true
12,269,25.0,269,64230,143760,347726,false
13,171,14.0,171,28757,193543,998057,false
14,212,34.0,212,53176,68554,641096,true
15,88,3.0,88,29919,186351,17933,false
16,184,7.0,184,156930,53710,686333,false
17,181,27.0,181,67024,102236,21837,true
18,140,13.0,140,134192,4228,585974,false
19,175,29.0,175,105354,38466,613644,true
20,143,12.0,143,128274,15366,185954,true
21,60,9.0,60,26070,158380,174827,false
22,42,4.0,42,2341,137939,627416,false
23,236,45.0,236,6738,197742,603558,false
24,275,0.0,275,10952,119528,554102,false
25,81,11.0,81,84155,62145,55240,false
26,96,16.0,96,138285,68835,282220,false
27,114,18.0,114,64883,60877,824539,false
28,53,2.0,53,426,215394,930567,false
29,210,16.0,210,88325,93045,123983,false
30,58,6.0,58,14085,94955,1034078,false
31,148,7.0,148,107370,16560,761800,false
32,215,12.0,215,182257,27983,782856,false
33,77,3.0,77,56751,88779,1025830,false
34,96,4.0,96,25886,158564,203892,false
35,173,23.0,173,86626,97424,327400,false
36,21,0.0,21,72436,49484,587650,true
37,81,9.0,81,99313,97787,253452,false
38,79,0.0,79,91256,30424,25856,false
39,38,4.0,38,108162,32318,198130,false
