0,302,9.0,302,77589,24681,231376,false
1,103,10.0,103,112671,64289,871598,false
2,300,58.0,300,44657,131473,87440,false
3,187,14.0,187,91602,16828,940560,false
4,29,0.0,29,139996,70874,75186,false
5,263,26.0,263,46187,99073,628233,false
6,179,31.0,179,126120,28300,798242,false
7,102,16.0,102,3284,183016,779546,false
8,269,19.0,269,118095,73155,178146,false
9,51,2.0,51,118601,13069,555539,false
10,42,5.0,42,39545,87445,939830,true
11,97,9.0,97,6131,111549,186794,false
12,69,7.0,69,67414,54346,974545,false
13,256,31.0,256,15146,129494,147014,false
14,218,34.0,218,105890,14720,219367,false
15,309,13.0,309,75402,67328,82331,false
16,183,9.0,183,85104,67216,200448,false
17,231,33.0,231,68046,87564,933865,false
18,87,12.0,87,125490,5150,518160,false
19,117,13.0,117,73869,35331,748557,false
20,238,14.0,238,31322,122758,926636,true
21,176,3.0,176,77810,92380,212403,false
22,63,8.0,63,121626,49094,864398,false
23,82,1.0,82,20986,105104,800706,false
24,308,6.0,308,1766,126964,536889,false
25,199,31.0,199,162269,24051,769235,false
26,309,42.0,309,146893,12077,873728,false
27,11,0.0,11,81738,25922,28635,true
28,105,1.0,105,24061,80519,453540,false
29,141,25.0,141,34902,60298,1046075,false
