0,265,45.0,265,36887,69023,881569,false
1,14,0.0,14,17617,163263,992101,false
2,241,10.0,241,99596,75994,1041595,false
3,173,15.0,173,89591,98329,928388,false
4,200,18.0,200,58218,90462,837505,false
5,266,46.0,266,6901,111099,784232,false
6,46,7.0,46,38395,60165,271719,false
7,112,9.0,112,130681,2739,414931,false
8,244,34.0,244,111268,102572,985391,false
9,173,15.0,173,49208,114142,346509,false
10,215,18.0,215,2237,121593,472183,false
11,258,9.0,258,105937,26383,266599,false
12,21,1.0,21,2080,180880,295541,false
13,13,0.0,13,77089,85731,621888,false
14,197,9.0,197,96813,42057,287873,false
15,91,6.0,91,58322,88018,397557,false
16,265,14.0,265,153812,24408,850651,false
17,120,22.0,120,18982,119338,4629,false
18,87,8.0,87,74131,115409,209922,false
19,296,34.0,296,28933,115127,561565,false
20,80,1.0,80,50200,118430,182450,false
21,82,5.0,82,164736,51354,732200,true
22,233,39.0,233,106795,60785,198661,false
23,182,26.0,182,42901,77019,339093,false
24,308,3.0,308,148169,40791,28295,false
25,117,8.0,117,136701,20589,626929,false
26,20,0.0,20,137287,30873,202579,false
27,70,5.0,70,43692,86928,105120,false
28,294,16.0,294,97593,14727,572780,true
29,296,49.0,296,90633,32007,260596,false
