0,144,12.0,144,118893,29367,133627,false
1,157,17.0,157,161823,74967,781488,false
2,196,31.0,196,69847,108153,806635,false
3,174,20.0,174,113692,73988,487657,false
4,115,14.0,115,128153,30467,699758,false
5,119,9.0,119,131765,83245,841776,false
6,69,10.0,69,163198,5102,456520,false
7,176,7.0,176,7260,170670,537797,true
8,48,7.0,48,122467,27453,709031,false
9,231,18.0,231,78034,133286,421454,false
10,155,11.0,155,153462,56218,884137,true
11,274,35.0,274,1806,106904,433070,false
12,182,25.0,182,75949,57731,592483,true
13,236,38.0,236,175162,118,37748,false
14,153,1.0,153,132750,21490,255977,false
15,299,28.0,299,3806,195234,502754,false
16,113,0.0,113,161878,15332,612780,false
17,16,0.0,16,133567,80903,172109,true
18,234,30.0,234,98770,39970,267322,false
19,184,34.0,184,53922,42048,203603,false
20,208,25.0,208,69444,93036,977158,false
21,63,0.0,63,81016,134534,644866,false
22,305,3.0,305,77323,56277,778775,false
23,241,7.0,241,14997,82233,620663,false
24,66,4.0,66,74256,148854,825391,false
25,173,26.0,173,181121,23899,530837,false
26,51,4.0,51,117716,78844,992919,false
27,258,1.0,258,54050,103940,21470,true
28,188,8.0,188,44993,80167,690698,false
29,192,5.0,192,20915,145565,935396,false
30,71,2.0,71,83447,109273,388688,false
31,103,10.0,103,124706,78154,321384,false
32,14,0.0,14,84943,42737,325430,false
33,47,2.0,47,146458,3622,1036609,false
34,30,4.0,30,69308,79722,559804,false
35,57,2.0,57,18050,135670,483506,true
36,164,10.0,164,213952,15638,370688,true
37,266,25.0,266,120696,27064,25841,false
38,74,9.0,74,40376,70504,36154,false
39,298,19.0,298,67294,74816,744029,false
