0,291,40.0,291,80256,52384,270125,false
1,294,2.0,294,134602,20738,960797,true
2,97,17.0,97,95853,80827,156794,false
3,97,12.0,97,12867,86743,609069,false
4,278,0.0,278,115174,85616,241583,false
5,28,3.0,28,93998,18722,382169,false
6,217,13.0,217,52322,172948,439814,false
7,187,35.0,187,102304,61006,962349,false
8,294,53.0,294,79763,45337,64099,false
9,208,37.0,208,30250,79430,781352,false
10,11,0.0,11,44679,143601,522686,false
11,174,26.0,174,48849,99831,635474,false
12,207,26.0,207,9485,154035,61117,false
13,176,1.0,176,108010,53540,80690,true
14,302,26.0,302,99304,32576,924647,false
15,112,1.0,112,50152,93528,156051,true
16,270,14.0,270,16261,177819,992710,false
17,75,6.0,75,188529,37101,763480,false
18,236,11.0,236,116230,51440,538478,true
19,62,1.0,62,151486,32404,573815,false
20,114,14.0,114,118358,17642,88462,false
21,234,6.0,234,163547,31413,594653,false
22,300,22.0,300,17691,206229,360919,true
23,262,9.0,262,83329,45961,526918,false
24,125,13.0,125,6266,156534,1023019,false
25,192,26.0,192,15390,190800,74408,false
26,235,43.0,235,23484,108906,189654,false
27,200,36.0,200,122583,46467,278202,false
28,212,5.0,212,4256,169344,514153,false
29,303,1.0,303,42089,155101,58623,true
