0,191,16.0,191,24467,158573,1087,false
1,56,9.0,56,56094,87826,948701,false
2,220,32.0,220,217842,8688,815028,false
3,56,1.0,56,18878,80032,645634,false
4,269,16.0,269,65892,161718,145919,false
5,193,22.0,193,2236,160094,311538,false
6,198,17.0,198,118463,105097,269147,false
7,217,29.0,217,128445,24375,451450,false
8,103,6.0,103,51604,151166,1029601,false
9,102,15.0,102,79332,51148,703249,false
10,24,2.0,24,2817,144963,123187,false
11,100,6.0,100,22248,103662,460772,false
12,30,2.0,30,47247,123573,979847,false
13,45,1.0,45,145429,42851,790719,false
14,249,29.0,249,79532,40948,773614,false
15,141,5.0,141,106182,15898,1047416,false
16,81,1.0,81,35738,89492,657929,false
17,36,0.0,36,129171,3309,675211,false
18,86,1.0,86,101096,24664,193721,false
19,166,30.0,166,114794,62506,118522,false
20,70,5.0,70,105521,57109,225633,false
21,41,1.0,41,170783,10897,155280,true
22,243,23.0,243,45058,112442,313337,false
23,193,33.0,193,5982,137218,372962,true
24,130,9.0,130,133860,57390,227727,false
25,83,8.0,83,119749,96251,776529,false
26,11,0.0,11,108789,26381,747145,false
27,210,17.0,210,86538,70182,398086,false
28,280,24.0,280,151106,29794,927781,false
29,74,0.0,74,47639,82771,774233,false
30,277,35.0,277,161253,1007,254457,false
31,280,53.0,280,13273,90747,446688,false
32,119,10.0,119,12627,213183,1018223,false
33,231,13.0,231,55269,150731,959693,true
34,261,26.0,261,40528,189152,554692,true
35,37,2.0,37,75729,24231,387634,false
36,229,29.0,229,96069,62731,657480,false
37,180,19.0,180,58526,62434,651721,false
38,155,29.0,155,55023,123967,948335,false
39,101,2.0,101,42018,89582,907498,false
