0,67,7.0,67,106002,84718,420407,false
1,178,31.0,178,131849,5671,683685,false
2,222,8.0,222,92657,47903,203948,false
3,203,35.0,203,2195,106765,776836,false
4,265,28.0,265,180929,30571,819484,false
5,310,13.0,310,101538,42522,550512,false
6,89,12.0,89,47662,147778,888739,false
7,189,5.0,189,76546,46164,370742,false
8,119,8.0,119,91575,105165,368863,false
9,95,16.0,95,33210,174150,220379,true
10,78,7.0,78,99390,54190,853955,false
11,126,13.0,126,115199,54481,448078,false
12,229,29.0,229,115983,105147,650635,false
13,122,5.0,122,43808,123392,764871,false
14,66,2.0,66,3957,158443,837103,false
15,275,13.0,275,51963,107317,76326,false
16,294,28.0,294,98224,94016,181717,false
17,150,15.0,150,86722,28148,703630,false
18,201,18.0,201,131341,14579,153692,false
19,299,47.0,299,137890,42590,719497,true
20,283,24.0,283,106183,103017,337755,false
21,121,19.0,121,101669,75081,607351,false
22,240,11.0,240,30991,130209,409894,false
23,71,12.0,71,102259,122831,385364,false
24,22,0.0,22,51592,49908,505884,false
25,61,8.0,61,97214,20596,168174,false
26,134,17.0,134,100206,9794,67187,false
27,139,6.0,139,163563,6837,3686,true
28,27,2.0,27,149045,29385,782275,false
29,117,1.0,117,31707,74553,2553,true
30,115,7.0,115,130696,43784,606093,false
31,238,27.0,238,43136,87764,408783,false
32,214,12.0,214,22376,101384,983748,false
33,226,15.0,226,57310,89330,337410,false
34,268,46.0,268,149724,80676,903453,false
35,238,30.0,238,146232,21448,140135,false
36,103,10.0,103,57306,117334,464985,false
37,116,7.0,116,84793,101867,888364,false
38,282,9.0,282,164914,18506,22201,true
39,164,11.0,164,91406,7294,102061,false
