0,177,9.0,177,61057,63663,529823,true
1,82,13.0,82,47112,116828,1042189,true
2,193,4.0,193,21297,111983,983179,false
3,82,13.0,82,75812,95128,124511,false
4,38,3.0,38,95511,112409,696557,false
5,242,34.0,242,49491,58099,65036,false
6,266,30.0,266,42467,140413,900002,false
7,301,37.0,301,91738,17062,8908,false
8,185,20.0,185,28830,193200,405359,false
9,254,6.0,254,137688,23452,1024547,false
10,298,42.0,298,55379,121261,760532,false
11,15,0.0,15,90407,71193,137404,false
12,42,0.0,42,113394,64686,192761,false
13,102,0.0,102,129084,10956,143515,false
14,205,38.0,205,108934,2506,526955,false
15,167,18.0,167,68466,90494,499244,false
16,157,20.0,157,9585,108995,167205,false
17,12,0.0,12,24586,83074,567863,false
18,29,0.0,29,126755,54595,145721,false
19,59,9.0,59,84870,117630,32806,false
20,230,13.0,230,118365,9735,501069,false
21,251,38.0,251,112442,90998,577480,false
22,24,0.0,24,163365,6645,263160,false
23,107,10.0,107,31100,91680,261951,false
24,230,44.0,230,109367,72313,835255,false
25,24,1.0,24,116811,52839,116601,false
26,28,0.0,28,128350,19330,169908,false
27,38,0.0,38,52152,102408,193571,false
28,259,22.0,259,81565,60995,563334,false
29,197,14.0,197,14377,118373,512637,false
30,298,12.0,298,68180,106960,235274,false
31,198,22.0,198,130648,32552,160177,false
32,221,3.0,221,149075,23275,118094,false
33,143,17.0,143,144305,62155,28007,false
34,50,1.0,50,210909,21651,536503,false
35,204,24.0,204,47809,51871,560305,false
36,113,7.0,113,156532,45788,576782,true
37,111,11.0,111,95460,22210,887027,false
38,227,36.0,227,102173,65347,377519,false
39,217,25.0,217,3330,191390,761982,false
