1136,650,1430,1668,1574,1766,1989,1375,2410,574,1375,1990,1167,732,1863,1062,1703,908,1232,1832
650,614,1288,719,1505,1810,2373,1637,944,1388,2314,1235,1650,1759,2293,2001,2488,1011,1353,1401
1430,1288,2104,522,2498,1693,780,1001,2437,2063,1904,2098,2016,743,1610,773,664,1236,2386,2431
1668,719,522,1437,2110,1040,1895,833,1277,2089,1478,1945,2400,2095,694,2113,1114,2111,956,804
1574,1505,2498,2110,565,1857,1169,669,1693,1257,1657,2380,820,543,1568,2109,2035,724,913,2468
1766,1810,1693,1040,1857,1651,1359,2100,1242,647,789,934,1554,1115,750,1109,1885,1297,1424,514
1989,2373,780,1895,1169,1359,1648,1830,2274,2251,1017,2148,1975,739,1102,1659,1748,2035,1198,770
1375,1637,1001,833,669,2100,1830,1548,1201,1256,1376,506,1111,1178,1097,1253,1460,2311,2413,1154
2410,944,2437,1277,1693,1242,2274,1201,589,1831,2281,2498,2214,1877,1578,1872,846,1316,1039,1767
574,1388,2063,2089,1257,647,2251,1256,1831,1310,777,1654,830,1901,2486,1940,1242,2440,1210,2334
1375,2314,1904,1478,1657,789,1017,1376,2281,777,1836,753,816,1864,1436,1681,1763,1505,2248,843
1990,1235,2098,1945,2380,934,2148,506,2498,1654,753,2175,967,895,2346,1338,1364,770,2469,1621
1167,1650,2016,2400,820,1554,1975,1111,2214,830,816,967,856,1417,742,1803,755,692,1298,1678
732,1759,743,2095,543,1115,739,1178,1877,1901,1864,895,1417,1216,2486,970,556,2016,881,1639
1863,2293,1610,694,1568,750,1102,1097,1578,2486,1436,2346,742,2486,1036,2154,726,814,959,1632
1062,2001,773,2113,2109,1109,1659,1253,1872,1940,1681,1338,1803,970,2154,948,2495,652,849,1125
1703,2488,664,1114,2035,1885,1748,1460,846,1242,1763,1364,755,556,726,2495,589,503,1384,804
908,1011,1236,2111,724,1297,2035,2311,1316,2440,1505,770,692,2016,814,652,503,2393,573,915
1232,1353,2386,956,913,1424,1198,2413,1039,1210,2248,2469,1298,881,959,849,1384,573,1865,1731
1832,1401,2431,804,2468,514,770,1154,1767,2334,843,1621,1678,1639,1632,1125,804,915,1731,735
