708,1791,1979,2143,1326,1852,1838,942,506,728,1304,2437,2441,1468,825,2157,1244,1329,1921,1021
1791,1530,618,756,2320,1821,1610,1187,744,1368,523,1901,839,1880,786,1664,1987,1965,933,1754
1979,618,1853,1452,2447,540,2086,2252,2382,1256,1260,1952,1488,2113,835,914,1817,1524,736,2017
2143,756,1452,1211,1167,1216,1240,1827,1286,554,1430,1483,1866,1009,1892,1863,1624,2457,1164,1672
1326,2320,2447,1167,1701,1976,1615,514,1717,2481,1023,2481,2207,2410,1553,1869,2091,1925,1421,1143
1852,1821,540,1216,1976,1717,1063,914,1295,1383,928,1988,1516,1131,982,1967,2337,1687,758,1834
1838,1610,2086,1240,1615,1063,2460,2486,2166,1199,1444,1715,1055,1272,1225,1742,2271,1965,1271,1050
942,1187,2252,1827,514,914,2486,1829,784,852,1172,1808,1723,2456,526,2139,1878,2285,1806,2257
506,744,2382,1286,1717,1295,2166,784,2130,1279,552,1794,1321,1480,786,2129,2442,2380,1459,1741
728,1368,1256,554,2481,1383,1199,852,1279,2017,1333,2059,2361,1980,1913,2132,1576,2005,1065,598
1304,523,1260,1430,1023,928,1444,1172,552,1333,920,2013,1735,1964,604,1786,1948,2043,1815,649
2437,1901,1952,1483,2481,1988,1715,1808,1794,2059,2013,1201,729,1321,2088,1909,1883,878,802,747
2441,839,1488,1866,2207,1516,1055,1723,1321,2361,1735,729,1503,1423,1491,854,792,1020,1776,984
1468,1880,2113,1009,2410,1131,1272,2456,1480,1980,1964,1321,1423,921,963,688,599,1735,510,898
825,786,835,1892,1553,982,1225,526,786,1913,604,2088,1491,963,2304,1134,2133,647,1451,1974
2157,1664,914,1863,1869,1967,1742,2139,2129,2132,1786,1909,854,688,1134,1465,1090,575,759,2209
1244,1987,1817,1624,2091,2337,2271,1878,2442,1576,1948,1883,792,599,2133,1090,536,951,1002,1264
1329,1965,1524,2457,1925,1687,1965,2285,2380,2005,2043,878,1020,1735,647,575,951,1558,812,1361
1921,933,736,1164,1421,758,1271,1806,1459,1065,1815,802,1776,510,1451,759,1002,812,932,2206
1021,1754,2017,1672,1143,1834,1050,2257,1741,598,649,747,984,898,1974,2209,1264,1361,2206,2111
