1720,2144,2413,1159,1305,2306,1497,2008,1961,1423,2236,1297,1219,792,1202,2483,1376,1729,2021,1027
2144,1686,725,1751,2384,1358,1235,1038,2006,1109,988,2457,1073,1611,2330,2438,1672,2368,1156,1463
2413,725,1823,2095,1952,1943,815,1651,906,592,1362,2435,1386,1453,887,613,1455,1283,2108,2497
1159,1751,2095,717,1536,1470,1980,824,2205,629,1067,780,809,1899,1171,1341,2368,2261,1281,656
1305,2384,1952,1536,1471,963,1881,1289,2265,2123,723,1238,1632,1628,1383,1935,2485,771,1095,1726
2306,1358,1943,1470,963,2398,1058,2459,1641,719,1648,2194,691,1030,730,599,805,571,2193,2451
1497,1235,815,1980,1881,1058,1554,2071,585,1964,919,1370,2316,2402,1050,502,2149,908,1250,938
2008,1038,1651,824,1289,2459,2071,1672,2251,2215,622,2173,2048,1651,1877,2219,718,1874,2356,766
1961,2006,906,2205,2265,1641,585,2251,1262,1819,770,995,923,503,1429,796,1875,1966,2310,1190
1423,1109,592,629,2123,719,1964,2215,1819,1435,2246,1942,2351,1414,1973,970,1531,1529,781,1378
2236,988,1362,1067,723,1648,919,622,770,2246,1236,1531,1460,832,1706,977,2085,1855,2250,2478
1297,2457,2435,780,1238,2194,1370,2173,995,1942,1531,1122,2415,819,1246,781,1535,1349,1061,940
1219,1073,1386,809,1632,691,2316,2048,923,2351,1460,2415,1374,934,1554,2457,1266,839,2453,2496
792,1611,1453,1899,1628,1030,2402,1651,503,1414,832,819,934,816,820,1634,995,1088,2443,1196
1202,2330,887,1171,1383,730,1050,1877,1429,1973,1706,1246,1554,820,927,1704,1807,2313,1375,1708
2483,2438,613,1341,1935,599,502,2219,796,970,977,781,2457,1634,1704,2371,2246,1135,1053,1136
1376,1672,1455,2368,2485,805,2149,718,1875,1531,2085,1535,1266,995,1807,2246,2179,2389,533,630
1729,2368,1283,2261,771,571,908,1874,1966,1529,1855,1349,839,1088,2313,1135,2389,1556,649,1861
2021,1156,2108,1281,1095,2193,1250,2356,2310,781,2250,1061,2453,2443,1375,1053,533,649,711,2307
1027,1463,2497,656,1726,2451,938,766,1190,1378,2478,940,2496,1196,1708,1136,630,1861,2307,953
