1037,578,2121,2448,2450,1435,2375,794,1033,2374,1529,1562,2188,1636,1064,628,758,1402,1216,1337
578,2169,1762,2408,1203,1392,2317,1135,2210,1516,2127,1800,1576,1006,1230,1682,1756,1349,1525,2015
2121,1762,1199,1659,917,1914,917,1346,608,1541,1434,519,1448,861,1199,1135,1514,1255,2498,1345
2448,2408,1659,2077,1017,1769,2276,1614,1338,2496,1307,767,806,1765,2464,1222,2378,687,2078,855
2450,1203,917,1017,605,2035,547,1298,2055,2423,2143,2224,709,2080,595,635,1160,521,2483,2080
1435,1392,1914,1769,2035,1619,531,1594,2373,1655,1189,2014,506,1307,915,2403,637,1527,1309,929
2375,2317,917,2276,547,531,1162,1761,1248,729,2164,776,1190,1122,2396,1500,1883,2461,1467,1565
794,1135,1346,1614,1298,1594,1761,1243,753,1232,2493,1057,1538,2480,1519,2363,1053,1896,704,2360
1033,2210,608,1338,2055,2373,1248,753,2151,2059,961,1963,2168,1248,605,804,1633,561,1673,1157
2374,1516,1541,2496,2423,1655,729,1232,2059,559,947,608,2041,1637,1158,1717,1559,2192,546,1954
1529,2127,1434,1307,2143,1189,2164,2493,961,947,714,795,1228,1326,1171,1653,1522,1715,2444,1103
1562,1800,519,767,2224,2014,776,1057,1963,608,795,1303,1291,2080,2220,1740,1550,794,1134,868
2188,1576,1448,806,709,506,1190,1538,2168,2041,1228,1291,726,1662,647,1068,2318,1344,2483,2349
1636,1006,861,1765,2080,1307,1122,2480,1248,1637,1326,2080,1662,1953,593,1490,942,985,1261,707
1064,1230,1199,2464,595,915,2396,1519,605,1158,1171,2220,647,593,1323,1934,1394,2289,817,2136
628,1682,1135,1222,635,2403,1500,2363,804,1717,1653,1740,1068,1490,1934,1880,1445,1900,2235,1028
758,1756,1514,2378,1160,637,1883,1053,1633,1559,1522,1550,2318,942,1394,1445,2153,1564,2018,648
1402,1349,1255,687,521,1527,2461,1896,561,2192,1715,794,1344,985,2289,1900,1564,1415,1874,1089
1216,1525,2498,2078,2483,1309,1467,704,1673,546,2444,1134,2483,1261,817,2235,2018,1874,2368,2223
1337,2015,1345,855,2080,929,1565,2360,1157,1954,1103,868,2349,707,2136,1028,648,1089,2223,652
