1621,718,1669,991,1738,1020,2405,1844,2451,1472,1033,1122,1237,935,1635,2133,614,878,1146,571
718,2481,1164,816,2474,518,1252,1190,1286,1397,1119,698,1166,575,1462,927,924,1335,2166,983
1669,1164,1385,2277,1814,776,1887,1441,1570,901,1877,688,1052,890,1907,1266,1871,1381,1649,536
991,816,2277,2271,1010,1896,634,1506,2221,1324,1753,1701,2239,2208,1346,1120,1415,1162,565,680
1738,2474,1814,1010,1848,2021,2253,1742,2384,935,2193,2013,505,806,601,2080,591,1046,993,1802
1020,518,776,1896,2021,1069,1088,837,1953,513,2125,1613,1977,2217,2188,868,1007,1104,2157,1315
2405,1252,1887,634,2253,1088,2255,1467,2371,2463,1300,1514,695,757,2390,866,2187,1294,2309,1869
1844,1190,1441,1506,1742,837,1467,2150,1878,1696,742,850,1515,1465,532,1655,771,2094,1931,1108
2451,1286,1570,2221,2384,1953,2371,1878,1996,2163,1228,2161,2440,2496,1082,2183,826,1241,1349,2452
1472,1397,901,1324,935,513,2463,1696,2163,1259,1013,2237,1911,2409,1522,2486,2453,1786,1600,1566
1033,1119,1877,1753,2193,2125,1300,742,1228,1013,1932,796,622,1161,2198,1246,1373,1254,2164,1338
1122,698,688,1701,2013,1613,1514,850,2161,2237,796,545,1021,828,1553,752,2456,1900,1057,1315
1237,1166,1052,2239,505,1977,695,1515,2440,1911,622,1021,1810,1509,1359,1383,2239,1498,1914,1188
935,575,890,2208,806,2217,757,1465,2496,2409,1161,828,1509,2284,2457,1720,713,886,1643,1267
1635,1462,1907,1346,601,2188,2390,532,1082,1522,2198,1553,1359,2457,723,748,1248,2310,1146,2204
2133,927,1266,1120,2080,868,866,1655,2183,2486,1246,752,1383,1720,748,737,995,2012,1786,630
614,924,1871,1415,591,1007,2187,771,826,2453,1373,2456,2239,713,1248,995,537,1370,580,1423
878,1335,1381,1162,1046,1104,1294,2094,1241,1786,1254,1900,1498,886,2310,2012,1370,1924,1907,973
1146,2166,1649,565,993,2157,2309,1931,1349,1600,2164,1057,1914,1643,1146,1786,580,1907,2107,968
571,983,536,680,1802,1315,1869,1108,2452,1566,1338,1315,1188,1267,2204,630,1423,973,968,1339
