2125,2446,2380,752,1329,2273,1983,1066,2277,1430,1898,756,2227,977,1289,528,1509,772,629,1954
2446,1383,688,1746,632,1395,1835,1537,2451,1581,2344,2049,2441,1716,2320,1251,2305,2169,1035,2072
2380,688,934,996,2385,869,1211,1684,1639,725,2009,1533,936,852,1420,2484,2322,985,693,2177
752,1746,996,1050,1427,704,1906,811,1875,762,1669,2375,1277,1301,1692,626,1277,2038,1987,2466
1329,632,2385,1427,2308,827,582,2408,1449,1957,2179,1443,1218,2105,1555,795,1556,1010,1287,1865
2273,1395,869,704,827,1358,1307,2402,869,542,914,1391,1652,2155,2452,1361,2218,2348,2482,1280
1983,1835,1211,1906,582,1307,739,2362,600,976,2238,1812,2155,938,1316,1354,2049,1437,667,1789
1066,1537,1684,811,2408,2402,2362,1492,2322,1510,1127,2190,732,1513,552,572,2081,696,1587,2057
2277,2451,1639,1875,1449,869,600,2322,1080,645,2432,1805,1201,1693,1083,2499,2069,2394,1829,2178
1430,1581,725,762,1957,542,976,1510,645,2202,547,1744,1518,1169,2107,716,1202,1053,1250,905
1898,2344,2009,1669,2179,914,2238,1127,2432,547,1778,2483,2311,1862,695,1619,2455,625,1564,1223
756,2049,1533,2375,1443,1391,1812,2190,1805,1744,2483,2262,1136,2266,1170,1880,1337,921,1723,1248
2227,2441,936,1277,1218,1652,2155,732,1201,1518,2311,1136,2444,1483,1517,2067,1368,2366,871,1456
977,1716,852,1301,2105,2155,938,1513,1693,1169,1862,2266,1483,1468,2469,2041,2301,1511,1318,1676
1289,2320,1420,1692,1555,2452,1316,552,1083,2107,695,1170,1517,2469,1943,2210,1130,1938,796,2094
528,1251,2484,626,795,1361,1354,572,2499,716,1619,1880,2067,2041,2210,1182,964,782,1215,1397
1509,2305,2322,1277,1556,2218,2049,2081,2069,1202,2455,1337,1368,2301,1130,964,2167,2073,651,1458
772,2169,985,2038,1010,2348,1437,696,2394,1053,625,921,2366,1511,1938,782,2073,1716,1823,503
629,1035,693,1987,1287,2482,667,1587,1829,1250,1564,1723,871,1318,796,1215,651,1823,656,2124
1954,2072,2177,2466,1865,1280,1789,2057,2178,905,1223,1248,1456,1676,2094,1397,1458,503,2124,1460
