2284,583,925,1956,976,1048,1190,2421,1090,2189,2007,532,1704,2298,1813,1572,2228,1907,1940,842,2330,1180,1960,1354,2112,2120,1380,1608,2120,732,2318,1880,1495,588,1576,1293,2433,1164,2294,2460
583,864,1129,695,2157,824,1632,2197,2338,748,1012,624,1142,705,2233,862,1725,2137,899,2498,2315,890,1350,1313,2260,1559,1175,1597,1533,1348,1400,652,697,2309,1695,1632,2332,734,1823,943
925,1129,1521,2116,2236,2218,2063,991,672,1290,967,818,2297,1404,621,1695,1497,1410,2453,2108,2214,2466,1523,1083,2018,1663,2315,594,1827,1052,1057,596,827,1167,537,772,1744,971,2391,808
1956,695,2116,1815,1750,816,1770,1412,760,648,1955,1600,1584,1312,1701,1998,1349,1437,2436,2130,1640,2498,773,1137,976,676,556,1471,2222,1734,891,2174,824,1084,1784,1076,1761,1691,1287,1973
976,2157,2236,1750,1268,531,1238,1215,1152,604,619,2132,1986,658,1905,2303,880,552,2380,2213,1261,962,1040,2473,894,676,898,2399,934,1619,884,1707,2313,2018,829,1842,1051,2245,1902,1719
1048,824,2218,816,531,1618,1967,2459,1716,1150,2059,1588,765,2165,1315,1161,1476,1994,1546,1839,1549,1713,2389,1113,1339,1712,1528,2333,1155,2457,1686,2316,1289,880,692,1261,1568,1259,789,1458
1190,1632,2063,1770,1238,1967,1714,2423,1820,1685,857,2369,1368,1595,535,1359,2261,1805,1376,932,1814,1314,2054,1909,2176,1564,1200,1413,1126,2255,1552,2041,653,1264,1050,1572,1352,1667,2419,1179
2421,2197,991,1412,1215,2459,2423,2226,718,975,1596,806,2424,583,2303,651,989,1922,1039,1045,2448,675,1694,776,1013,592,1281,504,991,1900,2044,1161,2308,794,1619,1150,1110,2400,2010,2173
1090,2338,672,760,1152,1716,1820,718,715,2121,2040,1479,1973,547,2403,637,1143,2169,2241,1178,900,2273,1235,593,785,1981,1024,1031,1250,2082,1514,1792,715,1364,775,1488,2144,1287,1352,1338
2189,748,1290,648,604,1150,1685,975,2121,759,1044,533,1026,2039,2031,1517,2254,2440,1886,1449,511,1679,786,1035,2295,910,2128,1545,940,1835,541,2069,1217,1576,1019,773,1163,2347,768,1724
2007,1012,967,1955,619,2059,857,1596,2040,1044,1458,2209,562,2415,1058,2363,1289,1470,1485,1293,2229,1904,1640,2107,1595,1575,2133,617,2317,1129,1561,748,1184,1080,1784,822,2360,2330,2023,2172
