1626,2225,2267,1982,1172,1405,2312,994,1187,727,1881,1771,1828,700,2339,1159,1943,936,879,1861,2108,573,1479,789,1255,763,1816,731,2446,1687
2225,1789,875,514,2058,1601,2415,1407,1383,2226,1636,930,1316,2357,1958,1630,1138,2186,525,927,1616,1849,940,2475,1171,1079,2061,2034,893,1327
2267,875,1980,1453,2360,896,1108,1369,708,606,1394,743,1467,856,2235,788,2384,1237,1332,1186,1563,1216,709,2017,1750,2355,1000,2168,538,1275
1982,514,1453,2467,2292,1956,2245,1637,2146,1052,2260,1384,2342,1105,1600,1858,1546,1165,1905,1442,2434,1989,1272,2483,1804,1800,1089,1368,1537,1615
1172,2058,2360,2292,2188,780,807,1641,1006,2080,1691,555,2176,659,2245,1703,1591,609,1109,1435,572,1993,2380,2312,2219,1052,957,1487,1534,1054
1405,1601,896,1956,780,1059,2270,1620,1899,822,1564,1523,2264,2109,627,1212,1092,1372,568,1757,1417,846,2086,1647,1159,585,1236,1013,1274,1183
2312,2415,1108,2245,807,2270,2384,687,753,2394,1915,799,1941,1639,2345,1600,2147,2447,2318,2489,994,596,2354,1732,778,616,829,923,516,607
994,1407,1369,1637,1641,1620,687,1371,1602,838,606,1641,1190,2103,924,1967,861,2178,1640,1639,2049,1157,2199,2294,1296,1036,1303,810,2391,1049
1187,1383,708,2146,1006,1899,753,1602,2346,1520,1458,1928,1342,629,1696,2272,1837,2389,1601,1052,1383,1805,556,1386,2428,1999,1292,1677,1488,1115
727,2226,606,1052,2080,822,2394,838,1520,1667,1227,1951,1466,638,1339,1158,2169,888,1950,836,527,2177,1132,2483,1209,1841,1493,778,1070,1516
1881,1636,1394,2260,1691,1564,1915,606,1458,1227,570,1657,1211,2381,1855,1168,637,2337,2223,1200,1022,929,864,2168,1830,1880,2458,2301,2414,976
1771,930,743,1384,555,1523,799,1641,1928,1951,1657,1196,2316,2000,2240,2151,1488,1972,1968,1598,2449,1779,993,1744,2180,2244,2149,1640,1477,709
1828,1316,1467,2342,2176,2264,1941,1190,1342,1466,1211,2316,2004,1705,814,694,1931,1218,2238,1622,1296,1544,1229,1246,1678,1065,1884,1712,1596,1158
700,2357,856,1105,659,2109,1639,2103,629,638,2381,2000,1705,2058,993,945,2062,1710,2084,2312,564,1414,1720,2261,711,1614,954,1280,2168,1421
2339,1958,2235,1600,2245,627,2345,924,1696,1339,1855,2240,814,993,1461,2310,688,2004,613,1833,1773,2103,686,861,1021,1935,583,860,854,656
1159,1630,788,1858,1703,1212,1600,1967,2272,1158,1168,2151,694,945,2310,785,2403,1814,2019,1373,1062,997,1493,1057,1249,1203,2087,688,1510,1528
1943,1138,2384,1546,1591,1092,2147,861,1837,2169,637,1488,1931,2062,688,2403,2186,1567,2287,2314,1287,1306,1735,1381,2279,1407,2273,1156,1932,1485
936,2186,1237,1165,609,1372,2447,2178,2389,888,2337,1972,1218,1710,2004,1814,1567,1788,1569,949,1652,621,1125,627,2098,650,841,1105,1897,1531
879,525,1332,1905,1109,568,2318,1640,1601,1950,2223,1968,2238,2084,613,2019,2287,1569,872,1586,1587,1450,2223,1252,1456,894,1912,1752,837,2064
1861,927,1186,1442,1435,1757,2489,1639,1052,836,1200,1598,1622,2312,1833,1373,2314,949,1586,1060,1893,1677,721,1992,1364,1440,2338,2045,1296,1306
2108,1616,1563,2434,572,1417,994,2049,1383,527,1022,2449,1296,564,1773,1062,1287,1652,1587,1893,926,2150,2120,673,2131,2131,2038,1774,1383,1725
573,1849,1216,1989,1993,846,596,1157,1805,2177,929,1779,1544,1414,2103,997,1306,621,1450,1677,2150,522,1739,1543,2306,651,1598,1167,1347,1290
1479,940,709,1272,2380,2086,2354,2199,556,1132,864,993,1229,1720,686,1493,1735,1125,2223,721,2120,1739,1638,2275,612,567,1379,1266,2259,1731
789,2475,2017,2483,2312,1647,1732,2294,1386,2483,2168,1744,1246,2261,861,1057,1381,627,1252,1992,673,1543,2275,1474,1617,1703,2125,2481,836,1599
1255,1171,1750,1804,2219,1159,778,1296,2428,1209,1830,2180,1678,711,1021,1249,2279,2098,1456,1364,2131,2306,612,1617,2113,1707,677,2099,1480,1388
763,1079,2355,1800,1052,585,616,1036,1999,1841,1880,2244,1065,1614,1935,1203,1407,650,894,1440,2131,651,567,1703,1707,1509,1066,1645,2268,1557
1816,2061,1000,1089,957,1236,829,1303,1292,1493,2458,2149,1884,954,583,2087,2273,841,1912,2338,2038,1598,1379,2125,677,1066,604,768,567,2091
731,2034,2168,1368,1487,1013,923,810,1677,778,2301,1640,1712,1280,860,688,1156,1105,1752,2045,1774,1167,1266,2481,2099,1645,768,1729,2385,1539
2446,893,538,1537,1534,1274,516,2391,1488,1070,2414,1477,1596,2168,854,1510,1932,1897,837,1296,1383,1347,2259,836,1480,2268,567,2385,1213,1587
1687,1327,1275,1615,1054,1183,607,1049,1115,1516,976,709,1158,1421,656,1528,1485,1531,2064,1306,1725,1290,1731,1599,1388,1557,2091,1539,1587,2106
