1738,593,834,849,2083,2255,1727,718,1930,929,1941,1706,2020,2235,1784,1655,2197,881,1052,1978,864,1814,2148,1943,1755,1151,837,1633,1240,2096,1395,1998,1659,1341,1042,1696,2490,1049,886,1387
593,2184,2263,849,1466,878,516,733,805,912,1853,742,958,2082,2072,930,1883,1272,1704,2084,1199,2358,1217,1152,2398,2017,2407,1370,525,684,2159,2454,2414,1435,635,793,1351,1778,2433,2293
834,2263,875,745,2171,609,1596,2335,1234,892,1062,2365,2189,824,1695,2405,1249,2154,1401,1324,1584,2036,2442,1367,1087,1291,1717,1048,2466,2404,542,1764,1854,1185,1720,1568,1045,1591,1641,766
849,849,745,1608,503,1879,989,553,1925,1443,1442,1737,1689,575,1152,2331,1417,848,907,1155,505,873,1560,1285,1596,1886,2378,662,1974,820,2101,1082,924,798,2062,708,641,2176,1880,2040
2083,1466,2171,503,1271,2476,2293,1809,1347,1518,1290,1519,662,685,2433,867,597,2075,653,1633,1971,1230,1570,2142,2068,1897,2212,844,2221,769,984,1841,1200,2473,2113,1569,2355,1125,867,2366
2255,878,609,1879,2476,1317,2375,2287,760,2026,2005,2129,772,2123,1086,624,1884,2185,2295,2400,887,1355,1284,1956,663,1475,776,2337,657,678,840,1082,2184,2343,1064,1765,801,907,1147,707
1727,516,1596,989,2293,2375,2317,1761,1730,710,547,1058,1981,514,1376,1030,617,940,2007,882,2024,775,1324,1081,1217,760,1765,1072,2486,546,2275,2411,539,2122,1260,1165,1941,1635,964,2442
718,733,2335,553,1809,2287,1761,964,630,2340,2357,1544,1097,1724,1648,2109,2070,1703,631,1799,1840,1337,2302,1209,1757,2293,905,2073,2399,1057,2412,2025,1115,1247,1290,766,885,1428,2441,733
1930,805,1234,1925,1347,760,1730,630,1337,1705,1225,1254,1840,2232,641,1008,1038,2323,1563,1458,888,591,1578,846,1250,1808,1619,1865,2176,1674,2059,1095,1318,801,2115,699,1927,2456,1842,1370
929,912,892,1443,1518,2026,710,2340,1705,2182,791,819,1856,844,2225,2449,1178,531,2364,962,1144,1375,1822,2250,1583,756,1226,1533,978,806,2469,912,1012,1098,2353,661,1499,1890,2132,578
1941,1853,1062,1442,1290,2005,547,2357,1225,791,1841,1506,627,1037,2252,1935,725,1199,2226,1460,1308,1667,2407,2389,1516,798,1231,2069,777,1026,2174,570,1383,1045,1176,1111,1338,1881,1361,1888
1706,742,2365,1737,1519,2129,1058,1544,1254,819,1506,967,951,1675,2029,2397,2248,514,2428,2382,797,647,593,1311,507,780,1937,595,614,1767,1951,622,2193,1052,1824,2325,928,2350,519,2075
2020,958,2189,1689,662,772,1981,1097,1840,1856,627,951,1888,1410,1037,829,2429,1659,552,582,554,1353,653,1007,507,817,1424,651,773,1814,1157,1934,971,1740,625,2284,1714,520,1335,1962
2235,2082,824,575,685,2123,514,1724,2232,844,1037,1675,1410,891,2340,928,1597,1155,709,574,1782,698,855,1311,1873,1957,1693,2005,1443,1416,2108,1365,2176,1846,584,867,2028,1732,2052,722
1784,2072,1695,1152,2433,1086,1376,1648,641,2225,2252,2029,1037,2340,1804,959,1734,1630,1400,1286,799,2440,2091,594,970,978,1050,1062,826,2350,985,903,852,976,779,1176,1643,1437,2324,541
