1921,2251,1554,667,1342,2351,599,2081,2146,1584,2324,539,2070,1667,531,2203,887,2424,1007,1459
2251,1754,1391,1324,566,2223,1505,1638,1734,2059,1188,851,1781,991,2495,773,1343,795,1276,1148
1554,1391,1625,879,2189,2090,2338,1789,1036,2416,1027,649,2224,1330,1389,1672,870,537,1516,2467
667,1324,879,2335,1971,1422,2133,548,2352,1304,1482,1424,2182,1161,2076,1961,1362,867,2278,2386
1342,566,2189,1971,1905,1325,2462,1445,1807,2258,1584,1769,1198,528,696,1680,1584,2147,1256,2293
2351,2223,2090,1422,1325,1228,943,537,1629,1033,742,784,1267,1024,2139,818,1339,1946,2045,726
599,1505,2338,2133,2462,943,743,1581,1046,1270,1010,1026,2225,2230,2011,844,1723,1679,1452,1964
2081,1638,1789,548,1445,537,1581,2070,1223,2442,2382,777,1487,1531,669,1520,1462,851,1314,1367
2146,1734,1036,2352,1807,1629,1046,1223,1050,2413,514,1424,1719,1364,1887,1460,2015,1378,2017,1085
1584,2059,2416,1304,2258,1033,1270,2442,2413,1627,1160,1721,2176,632,2046,1649,723,828,1577,1909
2324,1188,1027,1482,1584,742,1010,2382,514,1160,1169,2127,1090,2071,626,855,1960,1927,1612,1761
539,851,649,1424,1769,784,1026,777,1424,1721,2127,2454,1736,1955,960,1235,525,1612,1055,2378
2070,1781,2224,2182,1198,1267,2225,1487,1719,2176,1090,1736,1608,1125,2065,1302,2203,2434,1554,1120
1667,991,1330,1161,528,1024,2230,1531,1364,632,2071,1955,1125,1586,1411,614,1531,1168,1557,1151
531,2495,1389,2076,696,2139,2011,669,1887,2046,626,960,2065,1411,1205,1285,1934,2494,2355,1800
2203,773,1672,1961,1680,818,844,1520,1460,1649,855,1235,1302,614,1285,1742,914,2451,2231,1679
887,1343,870,1362,1584,1339,1723,1462,2015,723,1960,525,2203,1531,1934,914,1870,2258,1167,1334
2424,795,537,867,2147,1946,1679,851,1378,828,1927,1612,2434,1168,2494,2451,2258,2026,909,1808
1007,1276,1516,2278,1256,2045,1452,1314,2017,1577,1612,1055,1554,1557,2355,2231,1167,909,2143,2006
1459,1148,2467,2386,2293,726,1964,1367,1085,1909,1761,2378,1120,1151,1800,1679,1334,1808,2006,1708
