2057,1105,718,1003,1462,2000,923,1228,2136,2089,1752,977,932,1136,936,1887,2141,745,1103,1385,1271,2217,1329,1908,711,515,2435,898,640,1931,2312,1305,1942,2102,1124,1212,2493,1015,1244,800
1105,1627,1408,1590,2149,2464,2147,1987,1233,998,1543,514,512,1473,2082,1657,2278,2020,629,954,920,2451,1191,2153,1818,2356,1050,2043,784,1529,1779,2308,1741,1766,581,1288,1653,2289,2261,1946
718,1408,2188,967,2484,2419,2327,2388,595,1850,886,755,2240,1869,574,1544,1872,1296,1747,549,598,1046,568,753,743,1140,2418,990,902,1149,1060,1328,1688,1654,2355,1308,1153,2434,1266,2294
1003,1590,967,2321,628,1189,2007,1110,1002,1346,1321,2451,1584,1495,1324,907,1546,1466,1430,1713,1276,909,1337,1643,2442,1766,1546,1451,1463,519,893,1174,1033,1029,1510,769,690,805,1289,1470
1462,2149,2484,628,2204,1694,767,857,1414,2116,1874,1554,1894,581,2277,1183,1424,1716,1323,998,1240,1847,2073,2329,514,992,835,2045,1057,2004,1597,1350,2394,2422,1146,919,1521,524,864,790
2000,2464,2419,1189,1694,724,875,976,1714,1805,1446,1580,904,2413,2361,1569,1688,521,2407,2388,615,851,1366,2263,2135,1169,1866,2320,1310,2262,1685,594,1519,854,2204,1537,1934,1157,1780,2482
923,2147,2327,2007,767,875,1378,2262,1099,711,1971,1352,1873,1342,1261,2096,987,1860,1747,850,2092,2175,1131,1538,2103,1217,1447,788,1746,992,877,1836,736,686,1936,1278,1428,1921,1396,942
1228,1987,2388,1110,857,976,2262,977,2091,2226,2347,995,1969,1112,2114,2182,642,1185,2278,1166,1841,1985,570,752,995,1053,578,1871,923,2153,1747,591,526,1815,1376,1653,1919,2270,2350,597
2136,1233,595,1002,1414,1714,1099,2091,702,1973,787,1069,2253,636,535,924,2427,759,1267,1095,795,1464,1036,2004,945,565,741,2326,610,1362,530,1650,1377,1377,1512,1147,626,1768,1434,1125
2089,998,1850,1346,2116,1805,711,2226,1973,931,734,1058,524,894,1351,2495,2024,1502,1064,1956,1086,1368,1203,1652,1583,1712,2444,1684,1458,1529,1657,1672,1289,1848,2364,1107,921,1985,761,714
1752,1543,886,1321,1874,1446,1971,2347,787,734,2196,2145,2288,1740,1267,1170,1467,960,1431,2149,2133,2112,2484,575,2179,2161,1679,2468,2184,1174,2012,1463,2297,1524,1214,1644,2489,1502,1609,1113
977,514,755,2451,1554,1580,1352,995,1069,1058,2145,1198,2013,2129,1533,2352,1826,695,1883,2357,1460,1316,1177,674,567,1130,1194,1883,1374,1983,2145,867,719,1781,1843,992,876,705,1653,1557
932,512,2240,1584,1894,904,1873,1969,2253,524,2288,2013,1714,715,2182,759,516,1170,1885,1662,948,1293,924,626,791,2176,535,1001,1536,2079,1716,516,1413,1165,1093,682,2200,703,2432,718
1136,1473,1869,1495,581,2413,1342,1112,636,894,1740,2129,715,723,1824,1375,2213,1918,2433,896,1781,1621,1456,1246,1811,1404,1056,623,629,2103,2037,1238,1230,2283,1379,1671,1954,1802,1022,742
936,2082,574,1324,2277,2361,1261,2114,535,1351,1267,1533,2182,1824,555,709,1964,1053,780,925,2404,953,2296,1019,2432,2055,1746,2452,2132,1193,653,1180,612,1652,1279,1544,1924,1357,2475,618
1887,1657,1544,907,1183,1569,2096,2182,924,2495,1170,2352,759,1375,709,2053,1635,714,1503,1139,669,1363,1905,1919,2287,1228,1772,2238,1964,1417,2404,1779,2376,1327,1646,1027,2280,2450,1165,2433
2141,2278,1872,1546,1424,1688,987,642,2427,2024,1467,1826,516,2213,1964,1635,2409,949,1740,1678,2350,1744,1498,773,1627,2407,858,1346,1186,815,639,2217,1417,1707,2013,1375,979,1615,1864,1126
