633,991,1009,2045,680,657,1814,1867,873,1038,1643,2071,1120,2106,1477,2060,2011,1523,1290,1990,889,966,2450,1203,1644,851,1225,1429,1735,2076
991,1370,1266,1851,940,1962,1645,968,730,1598,2358,1882,1320,1945,2265,556,959,944,1491,609,1411,1074,1581,1220,2304,1145,1543,1869,1932,1352
1009,1266,635,2191,1089,856,866,1141,2470,1133,1218,2288,1460,1178,795,2079,1806,2454,881,1583,601,1672,696,2209,1740,2040,1882,2248,815,931
2045,1851,2191,1744,1620,2348,669,1149,1679,1207,1235,603,858,2440,1316,1188,2309,2000,1628,1390,2297,1017,723,1193,1852,1224,1578,2174,1915,2333
680,940,1089,1620,2308,580,508,2147,1264,2333,2220,1846,1449,1674,1624,1578,2131,761,1948,2411,1510,1492,984,502,2120,1115,1549,1979,1109,1696
657,1962,856,2348,580,2291,1824,2039,1570,1940,1396,1539,576,1563,963,557,1243,2417,549,825,1792,2040,2431,664,1207,2333,2412,1857,1249,2229
1814,1645,866,669,508,1824,1720,2425,1239,1852,2179,1164,2349,1673,1775,2476,971,2327,1521,1551,1061,898,1499,2012,1203,2380,503,685,507,727
1867,968,1141,1149,2147,2039,2425,1997,2126,2081,1418,1636,2131,555,960,572,1080,850,1237,1397,2220,1437,2450,602,1925,1818,2332,1504,2084,1173
873,730,2470,1679,1264,1570,1239,2126,1699,1556,2300,1180,1280,2202,1733,2263,1532,2305,908,1690,1493,2213,1992,2243,1386,2420,2064,2129,1261,2270
1038,1598,1133,1207,2333,1940,1852,2081,1556,1189,2190,1605,780,1445,1966,1118,1255,2234,2285,1589,2465,1543,2312,1691,2413,1038,1208,1629,2054,1078
1643,2358,1218,1235,2220,1396,2179,1418,2300,2190,1404,1397,1821,2140,1698,689,1428,1339,961,809,1945,2241,829,1723,575,1637,1213,1545,1631,1777
2071,1882,2288,603,1846,1539,1164,1636,1180,1605,1397,2173,1723,1711,1583,2430,729,2441,1685,1168,2004,1967,1152,855,1158,1164,1079,884,1859,1732
1120,1320,1460,858,1449,576,2349,2131,1280,780,1821,1723,714,1352,1300,2457,2000,1788,732,831,1488,1649,2070,2498,2288,2436,1649,1858,1882,1652
2106,1945,1178,2440,1674,1563,1673,555,2202,1445,2140,1711,1352,1246,1281,2084,2176,1140,2469,1343,2174,1911,723,1306,796,2168,940,1092,705,2003
1477,2265,795,1316,1624,963,1775,960,1733,1966,1698,1583,1300,1281,964,1164,1858,1030,1938,1093,1006,709,1862,1562,2184,1739,1572,930,2470,2056
2060,556,2079,1188,1578,557,2476,572,2263,1118,689,2430,2457,2084,1164,871,2328,1190,2148,1984,731,1021,1186,1824,2473,2077,1844,1632,1002,2197
2011,959,1806,2309,2131,1243,971,1080,1532,1255,1428,729,2000,2176,1858,2328,1960,1923,1416,1898,2089,2404,1373,1197,1535,1699,1231,1893,1388,1358
1523,944,2454,2000,761,2417,2327,850,2305,2234,1339,2441,1788,1140,1030,1190,1923,1919,1525,2301,1069,957,1616,1048,2058,1986,2332,1199,1501,1964
1290,1491,881,1628,1948,549,1521,1237,908,2285,961,1685,732,2469,1938,2148,1416,1525,1054,954,1417,1803,2035,1819,1528,1435,1591,640,1163,1411
1990,609,1583,1390,2411,825,1551,1397,1690,1589,809,1168,831,1343,1093,1984,1898,2301,954,561,723,2177,2377,2426,1438,1734,1239,2334,525,1798
889,1411,601,2297,1510,1792,1061,2220,1493,2465,1945,2004,1488,2174,1006,731,2089,1069,1417,723,1279,1282,1985,1088,1892,2333,1393,1159,1779,1624
966,1074,1672,1017,1492,2040,898,1437,2213,1543,2241,1967,1649,1911,709,1021,2404,957,1803,2177,1282,1577,1983,612,1424,808,1671,558,1191,514
2450,1581,696,723,984,2431,1499,2450,1992,2312,829,1152,2070,723,1862,1186,1373,1616,2035,2377,1985,1983,1721,1566,1711,2236,2400,741,1128,1388
1203,1220,2209,1193,502,664,2012,602,2243,1691,1723,855,2498,1306,1562,1824,1197,1048,1819,2426,1088,612,1566,1867,1440,951,857,2017,1642,779
1644,2304,1740,1852,2120,1207,1203,1925,1386,2413,575,1158,2288,796,2184,2473,1535,2058,1528,1438,1892,1424,1711,1440,1190,675,1238,2163,2202,1502
851,1145,2040,1224,1115,2333,2380,1818,2420,1038,1637,1164,2436,2168,1739,2077,1699,1986,1435,1734,2333,808,2236,951,675,1923,2337,1206,2457,1103
1225,1543,1882,1578,1549,2412,503,2332,2064,1208,1213,1079,1649,940,1572,1844,1231,2332,1591,1239,1393,1671,2400,857,1238,2337,1266,1910,2012,1830
1429,1869,2248,2174,1979,1857,685,1504,2129,1629,1545,884,1858,1092,930,1632,1893,1199,640,2334,1159,558,741,2017,2163,1206,1910,2211,1378,1538
1735,1932,815,1915,1109,1249,507,2084,1261,2054,1631,1859,1882,705,2470,1002,1388,1501,1163,525,1779,1191,1128,1642,2202,2457,2012,1378,1473,511
2076,1352,931,2333,1696,2229,727,1173,2270,1078,1777,1732,1652,2003,2056,2197,1358,1964,1411,1798,1624,514,1388,779,1502,1103,1830,1538,511,1779
