654,1370,1991,1123,565,1181,1576,1577,2209,807,608,2184,1366,2283,1619,1074,1656,1277,2293,2141,1483,529,666,1275,947,1404,1783,930,885,1744,1055,1781,1988,1379,949,825,1588,1336,1439,2336
1370,753,2182,1420,836,1460,1679,1023,1245,725,949,2124,2412,2394,1643,998,2262,614,1620,1233,877,685,2214,2224,822,1186,1107,2345,1989,2171,1505,1903,830,875,1987,774,1526,2086,1341,1010
1991,2182,1345,2144,1540,1982,984,1491,926,1074,2110,1359,698,2495,2440,599,2379,1147,2377,2144,757,1945,981,525,1853,1710,1617,642,1702,749,865,1140,1557,1003,2279,1494,1549,1419,601,1357
1123,1420,2144,1686,2118,1379,2415,2206,2088,675,1690,1131,2482,2257,2489,2031,506,657,639,2336,1027,1207,1968,1921,689,568,752,1798,2089,727,1492,2228,1725,2392,1023,2094,1316,1040,1957,1832
565,836,1540,2118,796,2235,1849,2298,1983,929,1253,1033,1349,2107,1175,2063,2099,2350,1875,1616,1085,669,604,2063,1255,1326,2359,1361,1812,514,791,1626,1449,1120,1330,2445,1642,2154,1994,1567
1181,1460,1982,1379,2235,2223,2364,1711,1378,1916,1640,2451,780,1363,1469,1660,1880,1451,1694,1231,716,1046,1520,895,1497,1192,1862,784,741,2262,1701,1160,660,835,2145,1832,585,2356,1325,758
1576,1679,984,2415,1849,2364,2137,1291,2103,2493,777,1054,1099,617,1370,683,2051,1585,1345,1096,1698,1387,2338,1095,2062,2089,865,1997,2313,2144,1202,606,1641,676,633,2270,2224,1689,1130,865
1577,1023,1491,2206,2298,1711,1291,1984,2069,1353,1002,1324,2496,1324,1816,1260,1957,1150,1369,629,839,628,2130,1163,811,1615,999,1458,1318,966,939,1678,1865,651,1795,1202,1931,2196,2451,2307
2209,1245,926,2088,1983,1378,2103,2069,833,552,1315,1409,2139,1012,2122,1986,1439,2267,2220,624,1553,1410,543,1008,2102,1563,1750,1220,1824,1356,2373,1954,949,504,1936,2445,1335,1666,987,1481
807,725,1074,675,929,1916,2493,1353,552,1070,765,1347,1084,1413,1359,2156,1614,2220,927,782,1719,1608,2111,575,1948,2043,2308,1474,2159,1050,1187,571,1014,1962,590,1742,739,1949,2283,1822
608,949,2110,1690,1253,1640,777,1002,1315,765,1206,2160,2357,553,1079,500,1280,996,1237,622,889,855,1826,1490,1893,932,1316,1283,2022,1633,943,2037,2355,2082,1766,1885,669,1866,621,926
2184,2124,1359,1131,1033,2451,1054,1324,1409,1347,2160,668,950,1518,959,2041,1867,1671,1426,771,1009,2039,1586,831,2382,1411,1970,1648,1878,2142,2198,1098,1307,1325,1026,1905,1731,1234,1994,586
1366,2412,698,2482,1349,780,1099,2496,2139,1084,2357,950,1818,1871,705,1848,710,1079,2369,692,1067,1529,764,1756,1660,1448,773,1412,1871,1081,737,1632,1814,736,2228,2115,1573,576,1377,1553
2283,2394,2495,2257,2107,1363,617,1324,1012,1413,553,1518,1871,2021,1401,2053,1256,709,1682,2069,1351,2466,1652,972,825,736,2388,2205,2451,2162,1093,1757,1481,2268,796,1695,1198,2019,1740,1272
1619,1643,2440,2489,1175,1469,1370,1816,2122,1359,1079,959,705,1401,818,2102,1551,2224,1863,1769,1622,1595,1082,1603,2031,2287,1025,2186,1932,1169,2382,2465,2354,2261,854,1739,725,1343,1853,2350
1074,998,599,2031,2063,1660,683,1260,1986,2156,500,2041,1848,2053,2102,1120,554,1796,2488,2385,941,1642,1786,1873,739,552,1673,1761,1871,929,1144,1128,1350,602,1084,1945,2364,1943,1321,711
1656,2262,2379,506,2099,1880,2051,1957,1439,1614,1280,1867,710,1256,1551,554,1535,1410,725,1338,2234,1853,1823,764,1013,1496,1691,2240,834,1783,1612,2123,535,2270,1462,1968,1575,1681,2220,1779
1277,614,1147,657,2350,1451,1585,1150,2267,2220,996,1671,1079,709,2224,1796,1410,1639,2079,2439,1875,1676,892,942,1536,610,2486,2400,549,1005,1762,721,1814,1249,1557,901,583,1106,1857,2144
2293,1620,2377,639,1875,1694,1345,1369,2220,927,1237,1426,2369,1682,1863,2488,725,2079,2345,892,1676,1821,1196,2210,1839,2255,1161,1162,1342,2343,883,2121,2252,2054,638,947,1742,2147,1727,1914
2141,1233,2144,2336,1616,1231,1096,629,624,782,622,771,692,2069,1769,2385,1338,2439,892,1949,2014,2062,2421,890,1017,1564,1091,894,1391,1307,823,1692,1173,2173,884,2440,670,1560,1710,2263
1483,877,757,1027,1085,716,1698,839,1553,1719,889,1009,1067,1351,1622,941,2234,1875,1676,2014,1317,1010,1732,1494,1069,2150,1306,1898,2403,522,976,574,1386,2304,1049,951,1671,1149,1450,1113
529,685,1945,1207,669,1046,1387,628,1410,1608,855,2039,1529,2466,1595,1642,1853,1676,1821,2062,1010,981,1310,639,899,1815,1032,1785,1820,2390,1101,1467,874,951,977,616,1552,573,1783,517
