1057,1048,1870,639,1139,1372,1317,1171,1976,2203,1520,1702,995,1929,1972,2041,1304,779,692,2466,604,1060,1141,1380,1330,2072,682,1988,1951,1516,2295,2021,2310,2052,769,1052,2252,946,2267,1340
1048,912,1279,940,1090,1577,1198,720,975,2237,2238,2089,711,1488,754,828,572,2343,1775,1532,1141,1717,2168,2061,1491,1598,529,1299,540,1142,926,626,1747,2098,2308,2223,988,2325,2230,2381
1870,1279,1899,1806,2054,1528,881,1289,1459,698,1621,1428,2113,1807,1517,1139,1043,969,731,1289,2366,2140,1043,667,2165,718,1387,1245,1421,752,2453,2226,1290,1865,2213,1743,1615,2251,2177,983
639,940,1806,580,1755,1014,1234,1837,568,950,2060,1312,2044,602,1383,2066,956,1479,1576,2055,2011,2320,1171,594,1854,1146,1483,1511,2072,1960,1413,1148,590,2159,820,1634,2308,1187,1357,2320
1139,1090,2054,1755,1103,1652,550,1347,1813,1006,1497,2015,576,1797,1220,1499,2323,1918,1657,1355,1667,605,1374,2274,613,1911,1285,1958,1643,1150,2227,873,1802,1654,1228,881,2038,2261,2084,2208
1372,1577,1528,1014,1652,1038,650,1591,2217,1384,765,1780,1689,1437,833,2119,1509,1699,2089,1427,767,1132,778,1582,2028,733,1192,2266,528,521,2215,1116,1119,1286,1802,1064,1676,1750,1447,1426
1317,1198,881,1234,550,650,723,1556,1060,1535,2046,2272,2433,678,2302,2018,1861,820,999,1422,2020,991,2429,2392,2354,1321,2020,2068,740,984,1825,1959,1196,2335,2375,787,1344,1091,2025,1454
1171,720,1289,1837,1347,1591,1556,1591,1792,2499,2226,1840,2291,1716,2220,2471,1779,943,1149,641,610,694,632,2051,1285,590,2496,1071,704,1148,1275,1947,1464,1058,1228,969,607,1206,2455,1967
1976,975,1459,568,1813,2217,1060,1792,1077,1859,2059,1054,2133,1123,711,1895,2053,2412,2099,1785,2199,1746,2485,602,2066,1031,2033,1806,631,1154,1338,2359,2220,1012,1364,2108,2213,1987,2148,1966
2203,2237,698,950,1006,1384,1535,2499,1859,822,1746,780,1430,1428,1853,618,612,535,2067,518,1141,1218,2389,997,1885,1562,2265,2282,865,2353,2433,650,1444,1341,1684,2103,2442,1746,547,1703
1520,2238,1621,2060,1497,765,2046,2226,2059,1746,1232,2394,1662,867,1769,1641,1496,2261,2214,1518,2281,1021,794,2346,1250,2319,2250,2116,1978,2097,1770,1422,2259,1573,525,1837,1809,1024,1448,2197
