1956,706,2469,2246,2042,1807,980,1782,2181,1461,1762,2044,1472,2151,1993,1962,2422,583,1939,2324
706,2346,1275,1337,1574,2086,1130,1032,819,1198,2201,1621,570,1554,2048,819,1649,2241,2025,1920
2469,1275,2008,615,873,1684,1137,992,1300,799,999,1575,2369,2191,714,1219,926,1404,1736,1754
2246,1337,615,1880,1381,1706,1243,756,1504,1749,1984,1960,1154,833,1607,2491,2328,1440,572,2304
2042,1574,873,1381,2113,1452,1330,2020,2472,762,2205,2079,619,2008,1312,1275,2027,1025,1006,2132
1807,2086,1684,1706,1452,1805,2428,1887,1550,1817,1419,1223,1139,528,1810,914,893,1033,1971,888
980,1130,1137,1243,1330,2428,2347,2228,1015,1156,710,587,1278,1551,691,1414,1517,2345,1734,1795
1782,1032,992,756,2020,1887,2228,985,1652,559,1765,1990,2488,1179,1943,804,1350,1378,1089,1616
2181,819,1300,1504,2472,1550,1015,1652,2224,1782,1120,734,1413,500,2418,1397,2364,1628,777,2123
1461,1198,799,1749,762,1817,1156,559,1782,901,1136,1311,1316,2299,1195,777,2202,1141,2450,595
1762,2201,999,1984,2205,1419,710,1765,1120,1136,2206,2210,1754,1850,1962,1486,802,836,2314,595
2044,1621,1575,1960,2079,1223,587,1990,734,1311,2210,1409,1543,1069,900,1669,561,1316,1574,2349
1472,570,2369,1154,619,1139,1278,2488,1413,1316,1754,1543,771,2350,1632,1734,2060,880,2259,510
2151,1554,2191,833,2008,528,1551,1179,500,2299,1850,1069,2350,1049,1354,571,1385,1710,1201,1609
1993,2048,714,1607,1312,1810,691,1943,2418,1195,1962,900,1632,1354,1655,2003,1243,543,863,880
1962,819,1219,2491,1275,914,1414,804,1397,777,1486,1669,1734,571,2003,2036,2011,1691,1917,1093
2422,1649,926,2328,2027,893,1517,1350,2364,2202,802,561,2060,1385,1243,2011,1918,1165,926,819
583,2241,1404,1440,1025,1033,2345,1378,1628,1141,836,1316,880,1710,543,1691,1165,1455,525,1589
1939,2025,1736,572,1006,1971,1734,1089,777,2450,2314,1574,2259,1201,863,1917,926,525,1136,617
2324,1920,1754,2304,2132,888,1795,1616,2123,595,595,2349,510,1609,880,1093,819,1589,617,2096
