1291,2242,1979,666,2466,2135,1877,2349,2182,2275,504,1216,1143,1657,1895,831,1205,892,1154,772,2098,1457,2333,2159,1157,1071,1486,2256,2404,784
2242,1142,1254,2385,1577,1622,872,2035,1925,1069,1915,902,1967,1351,906,1342,2444,747,2103,1892,1197,2442,1311,2224,1196,1935,1867,1184,2397,798
1979,1254,2002,2056,1881,1190,2086,555,821,1962,1652,722,1328,1838,2150,579,1004,1516,1318,2393,2429,1214,803,1039,1802,1921,555,1972,844,1780
666,2385,2056,1694,1972,2185,2321,870,1323,2331,2131,2164,854,1754,1590,1416,910,1828,648,2094,2310,2480,1410,1323,972,1074,728,1022,856,613
2466,1577,1881,1972,1754,1483,2396,1336,903,999,958,1934,1567,1296,981,1810,2306,561,513,759,610,2309,1334,915,2195,843,1049,685,1322,788
2135,1622,1190,2185,1483,2443,1797,1114,1902,675,1360,978,1353,880,1191,793,1046,1139,672,500,2136,2455,507,1908,1420,1987,1378,2293,2105,2102
1877,872,2086,2321,2396,1797,1955,1558,1935,2139,1639,582,917,2212,1557,1518,1986,1800,1745,1353,1315,1825,671,2416,1861,1099,1558,1681,1735,2292
2349,2035,555,870,1336,1114,1558,624,1188,1939,1358,743,1822,863,1335,2233,1011,1159,1249,564,2434,2312,1997,1505,739,2486,1993,1825,1642,769
2182,1925,821,1323,903,1902,1935,1188,1610,1185,1308,1992,1558,589,1941,2499,848,1466,1352,2241,1863,2286,1161,1552,639,653,1579,2222,1678,1614
2275,1069,1962,2331,999,675,2139,1939,1185,1395,1161,1871,1253,1290,2088,961,1989,936,1056,2363,1877,1766,1538,890,1783,1348,2238,1091,819,1100
504,1915,1652,2131,958,1360,1639,1358,1308,1161,1600,1502,1742,1171,2393,2117,940,1644,1647,2120,1653,2351,1260,1856,2379,696,959,2409,1831,1907
1216,902,722,2164,1934,978,582,743,1992,1871,1502,1492,1260,1469,1034,714,2256,1118,2365,1971,2455,1911,645,1227,1955,2080,1482,1446,1651,1547
1143,1967,1328,854,1567,1353,917,1822,1558,1253,1742,1260,1509,670,1088,1311,1897,983,1224,1059,986,800,1894,737,504,1781,1230,1263,1080,1062
1657,1351,1838,1754,1296,880,2212,863,589,1290,1171,1469,670,551,980,1410,1943,762,2090,2102,645,2488,2318,546,901,684,993,2441,1876,2221
1895,906,2150,1590,981,1191,1557,1335,1941,2088,2393,1034,1088,980,2444,1937,1634,1605,1654,1494,2492,1058,1046,703,1906,1174,2082,773,2241,2059
831,1342,579,1416,1810,793,1518,2233,2499,961,2117,714,1311,1410,1937,1358,1336,645,1937,1115,2405,1115,1825,2349,2402,1094,2089,2222,1606,1643
1205,2444,1004,910,2306,1046,1986,1011,848,1989,940,2256,1897,1943,1634,1336,2107,1910,1245,2461,1085,876,550,796,2270,1489,1405,2101,1073,569
892,747,1516,1828,561,1139,1800,1159,1466,936,1644,1118,983,762,1605,645,1910,1101,696,1706,1941,2288,2184,1912,905,2408,1824,1358,1467,1140
1154,2103,1318,648,513,672,1745,1249,1352,1056,1647,2365,1224,2090,1654,1937,1245,696,1695,1285,2097,1710,1305,1641,614,535,1491,963,1586,1975
772,1892,2393,2094,759,500,1353,564,2241,2363,2120,1971,1059,2102,1494,1115,2461,1706,1285,1586,1657,2269,1483,1584,1087,2278,1576,2025,1903,2091
2098,1197,2429,2310,610,2136,1315,2434,1863,1877,1653,2455,986,645,2492,2405,1085,1941,2097,1657,1744,1158,2127,1573,1374,1863,591,972,1050,1838
1457,2442,1214,2480,2309,2455,1825,2312,2286,1766,2351,1911,800,2488,1058,1115,876,2288,1710,2269,1158,850,839,1833,2295,2379,1895,2263,1012,1936
2333,1311,803,1410,1334,507,671,1997,1161,1538,1260,645,1894,2318,1046,1825,550,2184,1305,1483,2127,839,959,1971,2262,2074,2436,761,2369,759
2159,2224,1039,1323,915,1908,2416,1505,1552,890,1856,1227,737,546,703,2349,796,1912,1641,1584,1573,1833,1971,1735,1486,1905,912,801,2440,1014
1157,1196,1802,972,2195,1420,1861,739,639,1783,2379,1955,504,901,1906,2402,2270,905,614,1087,1374,2295,2262,1486,2366,2062,1904,1536,1049,1940
1071,1935,1921,1074,843,1987,1099,2486,653,1348,696,2080,1781,684,1174,1094,1489,2408,535,2278,1863,2379,2074,1905,2062,623,1539,994,1783,1296
1486,1867,555,728,1049,1378,1558,1993,1579,2238,959,1482,1230,993,2082,2089,1405,1824,1491,1576,591,1895,2436,912,1904,1539,2275,1062,2144,2244
2256,1184,1972,1022,685,2293,1681,1825,2222,1091,2409,1446,1263,2441,773,2222,2101,1358,963,2025,972,2263,761,801,1536,994,1062,527,1637,1662
2404,2397,844,856,1322,2105,1735,1642,1678,819,1831,1651,1080,1876,2241,1606,1073,1467,1586,1903,1050,1012,2369,2440,1049,1783,2144,1637,1886,1111
784,798,1780,613,788,2102,2292,769,1614,1100,1907,1547,1062,2221,2059,1643,569,1140,1975,2091,1838,1936,759,1014,1940,1296,2244,1662,1111,1405
