1887,1608,907,1837,1491,1819,1364,1617,1394,1437,2172,1871,1093,1280,1785,1276,1681,1968,1051,1801,1394,691,1037,929,782,1815,562,2425,1913,1623
1608,2478,2376,1345,1471,2337,947,563,2083,2199,2367,2076,2374,1911,880,550,1891,747,1851,2300,2425,1952,2196,1259,1765,690,1973,1122,603,2482
907,2376,513,770,1851,1485,1796,1915,1333,1824,791,1122,1957,1540,2260,1141,2250,1442,1632,1453,2300,1873,2311,1068,783,1952,2002,813,1263,1143
1837,1345,770,1075,1842,778,945,943,628,969,1675,2493,1090,2288,1503,1508,893,2052,671,1987,1800,523,1887,2392,953,1258,1030,546,2229,1245
1491,1471,1851,1842,2476,1055,2056,692,632,1673,611,547,1249,2311,873,774,1454,2367,1342,1176,1870,1521,942,1839,717,1722,577,1994,1597,1964
1819,2337,1485,778,1055,1808,1716,1538,1074,1841,723,558,1286,739,2118,677,1388,2350,808,752,918,878,1255,2076,573,1742,545,1046,2136,1007
1364,947,1796,945,2056,1716,1708,1929,766,1888,1890,910,693,974,504,1082,760,1223,638,2136,2107,979,1932,956,2493,2244,2052,2486,1125,1031
1617,563,1915,943,692,1538,1929,2079,1352,1886,1839,2039,1157,2257,1460,669,1406,2091,2126,1651,1939,1608,1792,1873,585,1592,641,1580,2422,2106
1394,2083,1333,628,632,1074,766,1352,2371,1240,2262,2131,2133,752,2093,2013,1530,2127,1013,1612,1235,783,2000,1903,2271,2230,1079,931,548,2437
1437,2199,1824,969,1673,1841,1888,1886,1240,582,1079,833,1624,2116,2143,1255,1239,509,1141,1791,2265,1516,1660,1556,1245,1867,1452,2051,2304,1258
2172,2367,791,1675,611,723,1890,1839,2262,1079,1525,1775,1712,1021,2346,2369,1961,1613,2367,1532,732,1125,2454,2488,1537,2411,1262,1672,2331,2285
1871,2076,1122,2493,547,558,910,2039,2131,833,1775,2354,2316,2090,1631,2327,1795,1705,1768,671,1815,2206,974,2215,1101,1391,662,2398,2393,737
1093,2374,1957,1090,1249,1286,693,1157,2133,1624,1712,2316,1903,574,2024,1766,703,2305,1575,2203,991,2210,2305,1846,2016,2307,1076,1754,1371,1423
1280,1911,1540,2288,2311,739,974,2257,752,2116,1021,2090,574,1218,1073,1513,1514,617,1304,1425,1516,1450,1015,1119,2013,1072,2107,974,1842,1416
1785,880,2260,1503,873,2118,504,1460,2093,2143,2346,1631,2024,1073,2337,2380,1559,2442,615,2124,1801,1347,755,2460,529,1323,1755,1743,1628,1670
1276,550,1141,1508,774,677,1082,669,2013,1255,2369,2327,1766,1513,2380,1169,1224,2207,1999,774,2317,1425,1114,1878,801,576,880,2389,2166,1643
1681,1891,2250,893,1454,1388,760,1406,1530,1239,1961,1795,703,1514,1559,1224,1660,1074,664,1842,2449,1580,1339,514,2152,1052,2414,1885,1215,2088
1968,747,1442,2052,2367,2350,1223,2091,2127,509,1613,1705,2305,617,2442,2207,1074,510,552,1815,1337,1280,946,1789,544,1017,1271,1905,2129,1315
1051,1851,1632,671,1342,808,638,2126,1013,1141,2367,1768,1575,1304,615,1999,664,552,2252,906,1427,793,2071,1708,2228,1819,1755,1421,955,1783
1801,2300,1453,1987,1176,752,2136,1651,1612,1791,1532,671,2203,1425,2124,774,1842,1815,906,1513,936,547,2350,1186,662,1673,2042,1012,1383,1315
1394,2425,2300,1800,1870,918,2107,1939,1235,2265,732,1815,991,1516,1801,2317,2449,1337,1427,936,583,705,2023,976,506,1836,920,1986,652,1099
691,1952,1873,523,1521,878,979,1608,783,1516,1125,2206,2210,1450,1347,1425,1580,1280,793,547,705,1203,1226,2426,1846,1914,2085,1338,1147,903
1037,2196,2311,1887,942,1255,1932,1792,2000,1660,2454,974,2305,1015,755,1114,1339,946,2071,2350,2023,1226,1645,1761,1833,937,1406,867,1893,574
929,1259,1068,2392,1839,2076,956,1873,1903,1556,2488,2215,1846,1119,2460,1878,514,1789,1708,1186,976,2426,1761,912,2137,1473,1035,857,2027,2273
782,1765,783,953,717,573,2493,585,2271,1245,1537,1101,2016,2013,529,801,2152,544,2228,662,506,1846,1833,2137,555,727,2236,1167,2224,1896
1815,690,1952,1258,1722,1742,2244,1592,2230,1867,2411,1391,2307,1072,1323,576,1052,1017,1819,1673,1836,1914,937,1473,727,2223,1399,1119,663,1906
562,1973,2002,1030,577,545,2052,641,1079,1452,1262,662,1076,2107,1755,880,2414,1271,1755,2042,920,2085,1406,1035,2236,1399,1902,600,690,2275
2425,1122,813,546,1994,1046,2486,1580,931,2051,1672,2398,1754,974,1743,2389,1885,1905,1421,1012,1986,1338,867,857,1167,1119,600,733,2218,1860
1913,603,1263,2229,1597,2136,1125,2422,548,2304,2331,2393,1371,1842,1628,2166,1215,2129,955,1383,652,1147,1893,2027,2224,663,690,2218,1872,2460
1623,2482,1143,1245,1964,1007,1031,2106,2437,1258,2285,737,1423,1416,1670,1643,2088,1315,1783,1315,1099,903,574,2273,1896,1906,2275,1860,2460,2062
