1422,1162,1119,1954,1222,871,1536,871,2206,801,1341,2049,988,1474,2129,2007,1392,1758,2384,2010,2083,1539,585,612,537,554,1813,589,864,580
1162,876,1340,2403,2110,1684,970,1982,2079,1239,2122,1579,1517,731,984,841,1800,1944,1139,1193,781,2009,1629,2479,736,938,1207,2143,2068,1145
1119,1340,833,2437,1002,2219,1223,1952,1253,2273,1640,789,2207,1302,920,789,1240,1330,1762,1054,1370,902,925,2310,1671,975,1944,2462,1740,2305
1954,2403,2437,1883,1823,939,2191,2452,1819,1138,1457,1187,659,2119,1945,1005,1326,2192,1658,2328,1989,1188,1700,2381,933,2095,1885,600,521,810
1222,2110,1002,1823,2191,914,1173,1931,1791,1797,1908,2055,854,1730,922,1832,1229,2098,2425,2404,2203,2181,2106,791,2381,1943,1952,617,1708,1804
871,1684,2219,939,914,1023,1951,949,689,1187,2444,1085,2286,1053,806,1393,1090,1164,1436,1388,972,1794,2335,743,1964,882,1951,1583,1782,690
1536,970,1223,2191,1173,1951,1902,680,2039,1424,1403,762,545,2244,2031,1326,1848,686,2376,858,1831,2091,2352,674,1461,1378,1817,2481,659,547
871,1982,1952,2452,1931,949,680,1103,1082,2003,1465,1791,1359,2190,1404,1166,1175,1419,2487,1792,1507,562,1250,1551,1030,1005,1898,2037,1635,869
2206,2079,1253,1819,1791,689,2039,1082,1944,1425,2440,923,2281,651,1284,1592,1956,1577,1083,1566,1898,656,1123,1437,660,2252,1642,1954,790,1447
801,1239,2273,1138,1797,1187,1424,2003,1425,1316,976,1875,608,1612,1319,998,2306,1694,1069,515,2384,2099,2065,2427,779,1636,1668,1393,1620,606
1341,2122,1640,1457,1908,2444,1403,1465,2440,976,603,2490,2170,1411,1753,2137,1715,1841,1666,1961,1256,683,1986,1494,2466,1330,704,2488,1653,1923
2049,1579,789,1187,2055,1085,762,1791,923,1875,2490,2187,580,915,2391,1517,2446,1815,2363,1562,1492,1744,1311,2170,943,2485,885,1877,1547,2018
988,1517,2207,659,854,2286,545,1359,2281,608,2170,580,1834,2170,1997,2446,2151,2322,2201,2213,1115,2090,1186,2306,1977,1986,818,1621,704,1446
1474,731,1302,2119,1730,1053,2244,2190,651,1612,1411,915,2170,1744,1515,1285,917,1704,2385,1777,521,1902,547,779,1363,1460,2339,1455,1317,957
2129,984,920,1945,922,806,2031,1404,1284,1319,1753,2391,1997,1515,577,1339,1871,2131,1787,2240,759,1829,1576,963,1156,1791,737,2022,2334,1431
2007,841,789,1005,1832,1393,1326,1166,1592,998,2137,1517,2446,1285,1339,1357,922,770,1831,1795,1093,2427,1381,2030,684,1647,1404,1607,1283,1159
1392,1800,1240,1326,1229,1090,1848,1175,1956,2306,1715,2446,2151,917,1871,922,1153,688,1953,1521,1338,859,2060,2327,1266,732,1260,1475,2259,1312
1758,1944,1330,2192,2098,1164,686,1419,1577,1694,1841,1815,2322,1704,2131,770,688,1081,1496,1953,2435,1578,1718,1037,2245,1878,1970,1357,1141,2471
2384,1139,1762,1658,2425,1436,2376,2487,1083,1069,1666,2363,2201,2385,1787,1831,1953,1496,820,1587,937,1371,982,1507,1274,819,1101,1781,1437,1517
2010,1193,1054,2328,2404,1388,858,1792,1566,515,1961,1562,2213,1777,2240,1795,1521,1953,1587,2108,681,771,900,1932,634,812,1516,1777,1545,1331
2083,781,1370,1989,2203,972,1831,1507,1898,2384,1256,1492,1115,521,759,1093,1338,2435,937,681,2175,2005,966,1420,2398,1429,1193,2156,2461,1361
1539,2009,902,1188,2181,1794,2091,562,656,2099,683,1744,2090,1902,1829,2427,859,1578,1371,771,2005,1203,952,2409,1076,1536,1047,2130,1199,2422
585,1629,925,1700,2106,2335,2352,1250,1123,2065,1986,1311,1186,547,1576,1381,2060,1718,982,900,966,952,1003,1169,1984,1810,1324,794,956,1016
612,2479,2310,2381,791,743,674,1551,1437,2427,1494,2170,2306,779,963,2030,2327,1037,1507,1932,1420,2409,1169,1526,2203,1615,1939,1881,1022,2080
537,736,1671,933,2381,1964,1461,1030,660,779,2466,943,1977,1363,1156,684,1266,2245,1274,634,2398,1076,1984,2203,1758,775,994,2179,904,866
554,938,975,2095,1943,882,1378,1005,2252,1636,1330,2485,1986,1460,1791,1647,732,1878,819,812,1429,1536,1810,1615,775,2158,2355,1496,1271,1905
1813,1207,1944,1885,1952,1951,1817,1898,1642,1668,704,885,818,2339,737,1404,1260,1970,1101,1516,1193,1047,1324,1939,994,2355,1269,595,2270,1881
589,2143,2462,600,617,1583,2481,2037,1954,1393,2488,1877,1621,1455,2022,1607,1475,1357,1781,1777,2156,2130,794,1881,2179,1496,595,931,1761,1749
864,2068,1740,521,1708,1782,659,1635,790,1620,1653,1547,704,1317,2334,1283,2259,1141,1437,1545,2461,1199,956,1022,904,1271,2270,1761,1112,802
580,1145,2305,810,1804,690,547,869,1447,606,1923,2018,1446,957,1431,1159,1312,2471,1517,1331,1361,2422,1016,2080,866,1905,1881,1749,802,1923
