2215,2200,2363,1650,566,2044,2050,1634,2174,1106,518,600,2421,1568,2216,759,605,2041,559,946,1355,528,2110,991,2228,1290,1641,1456,506,1052,723,2250,786,872,1410,2273,2000,1731,1224,1801
2200,691,1930,2254,543,2350,1342,965,1241,773,1460,2482,1775,1181,1375,2378,2437,1050,1221,1265,2383,2352,1032,1595,1329,2067,1981,1643,1966,2454,2183,2166,1019,2190,524,1537,1596,1727,1518,717
2363,1930,2206,1157,1053,932,2164,2319,675,1735,652,1436,2125,1471,2377,1808,624,1936,1618,2447,2095,559,568,622,2350,910,1408,511,2193,1427,959,1080,2380,721,2104,2412,1315,1212,1455,799
1650,2254,1157,932,2052,813,1483,1805,1138,1899,1389,2014,2436,1627,2478,1258,624,530,722,1095,2265,2418,877,680,1859,976,1971,1025,1922,1073,552,2406,1386,2375,576,2059,736,872,943,1380
566,543,1053,2052,2243,2106,1151,1010,1280,2093,826,1615,1025,1101,2235,1532,1083,1503,663,2140,754,1846,1873,1971,1961,1127,846,1286,900,645,1201,664,1176,2212,1262,1934,1768,2185,810,2059
2044,2350,932,813,2106,849,932,506,1345,2246,1067,2032,2074,817,635,1492,696,1989,1707,940,2174,678,796,1899,2400,1768,2484,2214,2114,1775,1974,1103,2201,1408,1814,1324,1240,1774,505,2241
2050,1342,2164,1483,1151,932,515,1497,1345,1011,1552,1492,2342,1222,1901,1057,1790,1341,2384,579,2188,923,1259,1055,933,1910,2371,1080,2300,2223,651,1699,2039,1917,1032,1764,520,2146,1518,2223
1634,965,2319,1805,1010,506,1497,1683,2424,815,1352,758,509,1238,807,1629,1348,779,1906,2269,1873,1539,2125,1626,1702,1313,2043,615,1530,858,945,585,975,1538,1026,835,2073,827,739,1626
2174,1241,675,1138,1280,1345,1345,2424,1092,537,2013,1697,2386,2024,2017,2074,1767,2166,1119,502,1047,568,1370,903,2165,1474,2277,739,871,1831,1974,812,1183,1005,1359,1863,1378,1703,2101,1768
1106,773,1735,1899,2093,2246,1011,815,537,2069,1778,589,801,1816,1360,1928,833,2000,2440,834,983,706,544,1489,1557,1794,714,2167,1537,2451,1163,1369,2029,2474,647,2010,1773,2172,2434,1136
518,1460,652,1389,826,1067,1552,1352,2013,1778,1064,818,2024,2172,1337,1860,1500,1258,1442,959,506,2435,661,774,1460,1945,2216,1869,928,914,957,2344,1377,1344,1594,2011,955,889,658,619
600,2482,1436,2014,1615,2032,1492,758,1697,589,818,786,1808,2111,725,635,1642,2125,1572,1837,1434,1503,1202,1131,1988,1720,1781,1483,908,2363,2015,1568,2198,2270,1686,525,646,2228,1628,2152
2421,1775,2125,2436,1025,2074,2342,509,2386,801,2024,1808,1050,2214,1247,1706,1732,916,1181,1817,1294,1629,814,1284,751,852,1686,2272,1321,1726,842,2273,1200,2430,2221,2218,2104,984,1092,1071
1568,1181,1471,1627,1101,817,1222,1238,2024,1816,2172,2111,2214,2072,1962,977,742,768,1577,2238,1212,869,2379,930,832,589,2005,595,2069,1116,2410,756,2399,2036,2206,1673,1202,1515,1510,1350
2216,1375,2377,2478,2235,635,1901,807,2017,1360,1337,725,1247,1962,549,1873,744,995,1751,675,2413,1720,656,1083,1049,757,866,2446,1986,1231,2353,832,730,1529,1795,1284,2005,696,1306,1231
759,2378,1808,1258,1532,1492,1057,1629,2074,1928,1860,635,1706,977,1873,861,2260,1549,1763,2020,2141,1904,975,2096,2472,1394,759,1349,2074,1752,2064,2328,1927,1461,509,1693,2018,1118,1939,727
605,2437,624,624,1083,696,1790,1348,1767,833,1500,1642,1732,742,744,2260,1804,1117,1075,608,565,1882,1441,711,2306,564,694,1309,2471,1502,1508,1525,1992,2190,513,2373,2473,710,2239,623
2041,1050,1936,530,1503,1989,1341,779,2166,2000,1258,2125,916,768,995,1549,1117,1438,689,1590,721,1047,1216,1124,896,2095,2051,2059,956,1930,1998,831,874,1676,2004,820,2398,665,954,1981
559,1221,1618,722,663,1707,2384,1906,1119,2440,1442,1572,1181,1577,1751,1763,1075,689,2370,896,594,1081,1012,906,1546,1457,1059,2448,1473,2280,2498,2360,633,1298,1734,533,520,2115,993,747
946,1265,2447,1095,2140,940,579,2269,502,834,959,1837,1817,2238,675,2020,608,1590,896,2445,897,1602,829,1174,2081,1570,2034,1690,2071,1606,2087,1484,2408,1922,1169,751,568,2218,580,1769
1355,2383,2095,2265,754,2174,2188,1873,1047,983,506,1434,1294,1212,2413,2141,565,721,594,897,1671,776,1489,1912,1949,1018,1282,1154,1682,2164,787,740,1081,2201,2024,1781,1494,1581,774,2070
528,2352,559,2418,1846,678,923,1539,568,706,2435,1503,1629,869,1720,1904,1882,1047,1081,1602,776,2070,668,2461,1577,1331,2079,1939,1240,2039,1230,2106,2444,903,1886,2199,540,646,1217,2205
2110,1032,568,877,1873,796,1259,2125,1370,544,661,1202,814,2379,656,975,1441,1216,1012,829,1489,668,1782,1387,1582,1163,1976,774,2317,1011,901,1180,1017,521,1937,1570,1686,1696,704,620
991,1595,622,680,1971,1899,1055,1626,903,1489,774,1131,1284,930,1083,2096,711,1124,906,1174,1912,2461,1387,1803,2122,2205,651,1370,1379,865,2336,1200,1745,566,819,1120,566,2190,1351,863
2228,1329,2350,1859,1961,2400,933,1702,2165,1557,1460,1988,751,832,1049,2472,2306,896,1546,2081,1949,1577,1582,2122,824,1903,2490,1312,1472,615,1703,2032,1450,584,2119,1356,1721,1480,1053,2488
1290,2067,910,976,1127,1768,1910,1313,1474,1794,1945,1720,852,589,757,1394,564,2095,1457,1570,1018,1331,1163,2205,1903,2286,690,926,1215,645,1633,1431,1067,725,2206,562,1549,2176,747,1778
1641,1981,1408,1971,846,2484,2371,2043,2277,714,2216,1781,1686,2005,866,759,694,2051,1059,2034,1282,2079,1976,651,2490,690,1472,1160,1716,1223,2147,1919,1150,1775,2119,1448,1484,2170,2304,647
1456,1643,511,1025,1286,2214,1080,615,739,2167,1869,1483,2272,595,2446,1349,1309,2059,2448,1690,1154,1939,774,1370,1312,926,1160,1687,1606,1196,1669,1130,1739,2263,1568,1417,1641,1463,1085,2279
506,1966,2193,1922,900,2114,2300,1530,871,1537,928,908,1321,2069,1986,2074,2471,956,1473,2071,1682,1240,2317,1379,1472,1215,1716,1606,769,1145,591,2410,636,1887,2171,1774,770,2154,2244,808
1052,2454,1427,1073,645,1775,2223,858,1831,2451,914,2363,1726,1116,1231,1752,1502,1930,2280,1606,2164,2039,1011,865,615,645,1223,1196,1145,532,622,666,2386,898,2216,982,812,1712,1384,2155
723,2183,959,552,1201,1974,651,945,1974,1163,957,2015,842,2410,2353,2064,1508,1998,2498,2087,787,1230,901,2336,1703,1633,2147,1669,591,622,1489,2180,2083,1691,2341,1362,2223,945,1193,2081
