577,1535,1681,1018,1520,1806,1057,889,2167,1237,2212,1438,920,1752,1018,1458,1951,1266,2220,1174,1985,1068,2269,2150,2160,1444,1753,1767,965,1655
1535,2024,511,1659,1410,1339,2039,1166,1045,1533,1993,1569,2229,1203,1851,1417,1489,1060,1048,2286,1149,2009,794,619,1197,1229,1278,2330,1192,2028
1681,511,1069,2004,2113,1792,2019,1902,699,1892,1166,518,644,1721,1914,1205,1917,2306,1564,1866,1663,2207,2465,1202,1167,2200,1043,1601,1145,1710
1018,1659,2004,1751,856,2221,613,657,954,1280,1151,1535,1789,1782,698,2288,2076,935,1540,1716,873,2317,1037,1009,1110,726,794,1627,965,2288
1520,1410,2113,856,1202,986,2081,1362,1897,889,724,1757,1130,2369,2128,621,1876,858,1023,2448,2416,2117,570,1420,705,2479,1631,2194,1733,1277
1806,1339,1792,2221,986,792,1376,525,2050,2216,2058,2479,2051,1977,1613,1069,2057,1055,1577,1886,845,2067,2353,1100,1771,910,1914,1809,1601,525
1057,2039,2019,613,2081,1376,2327,694,1584,1974,679,2140,1989,1314,872,2305,1925,1178,1260,1834,2389,1456,1276,789,1107,1791,2236,585,1832,2315
889,1166,1902,657,1362,525,694,2414,1608,2398,1916,2486,1328,1305,1562,525,2032,2251,1109,1676,2440,918,2031,1564,633,1229,569,1196,2357,1573
2167,1045,699,954,1897,2050,1584,1608,1012,961,2201,2440,1984,939,2036,1423,2114,1461,2334,2393,1623,2412,2272,1960,1141,2231,974,2392,1036,790
1237,1533,1892,1280,889,2216,1974,2398,961,1113,1113,1561,889,2294,2437,1139,1211,1176,1802,1716,2435,1237,2434,706,1043,2232,1897,2217,1617,2154
2212,1993,1166,1151,724,2058,679,1916,2201,1113,1175,1543,1122,1043,1666,1474,680,885,2065,1921,1812,921,1147,2483,2189,2029,1982,1076,552,1530
1438,1569,518,1535,1757,2479,2140,2486,2440,1561,1543,2023,1125,854,1573,779,1626,618,2007,2282,1598,2066,2202,615,816,618,2045,1253,867,1308
920,2229,644,1789,1130,2051,1989,1328,1984,889,1122,1125,1363,2360,986,2494,1970,1881,911,1294,1016,544,1781,1877,605,1727,1058,539,2324,1393
1752,1203,1721,1782,2369,1977,1314,1305,939,2294,1043,854,2360,1778,1922,2338,1343,2049,575,867,1824,696,767,2409,1032,1565,2243,1597,1699,2122
1018,1851,1914,698,2128,1613,872,1562,2036,2437,1666,1573,986,1922,877,1704,1172,2327,1044,2259,639,1112,1874,1102,1327,1410,1905,1688,739,1795
1458,1417,1205,2288,621,1069,2305,525,1423,1139,1474,779,2494,2338,1704,512,2368,821,541,717,1712,1726,1029,1483,936,969,2140,1509,2091,793
1951,1489,1917,2076,1876,2057,1925,2032,2114,1211,680,1626,1970,1343,1172,2368,1907,1847,2486,2334,1414,2057,2307,1326,1097,700,2039,2409,1411,601
1266,1060,2306,935,858,1055,1178,2251,1461,1176,885,618,1881,2049,2327,821,1847,1555,737,2210,1545,2112,2057,891,1117,1707,1597,1426,1170,1387
2220,1048,1564,1540,1023,1577,1260,1109,2334,1802,2065,2007,911,575,1044,541,2486,737,2091,2497,1851,1244,559,751,2361,1210,689,910,1561,1494
1174,2286,1866,1716,2448,1886,1834,1676,2393,1716,1921,2282,1294,867,2259,717,2334,2210,2497,1687,676,2263,2313,1366,1580,2230,756,2458,1283,1150
1985,1149,1663,873,2416,845,2389,2440,1623,2435,1812,1598,1016,1824,639,1712,1414,1545,1851,676,2093,2351,2328,1749,2351,2437,948,1201,1389,758
1068,2009,2207,2317,2117,2067,1456,918,2412,1237,921,2066,544,696,1112,1726,2057,2112,1244,2263,2351,2022,2266,1502,1847,877,2365,793,1123,2163
2269,794,2465,1037,570,2353,1276,2031,2272,2434,1147,2202,1781,767,1874,1029,2307,2057,559,2313,2328,2266,734,895,2368,2327,1863,1212,704,2359
2150,619,1202,1009,1420,1100,789,1564,1960,706,2483,615,1877,2409,1102,1483,1326,891,751,1366,1749,1502,895,1654,1124,625,2002,2324,2285,684
2160,1197,1167,1110,705,1771,1107,633,1141,1043,2189,816,605,1032,1327,936,1097,1117,2361,1580,2351,1847,2368,1124,1429,1203,1499,1474,2198,531
1444,1229,2200,726,2479,910,1791,1229,2231,2232,2029,618,1727,1565,1410,969,700,1707,1210,2230,2437,877,2327,625,1203,718,841,1310,671,2197
1753,1278,1043,794,1631,1914,2236,569,974,1897,1982,2045,1058,2243,1905,2140,2039,1597,689,756,948,2365,1863,2002,1499,841,994,1952,1804,2262
1767,2330,1601,1627,2194,1809,585,1196,2392,2217,1076,1253,539,1597,1688,1509,2409,1426,910,2458,1201,793,1212,2324,1474,1310,1952,1441,1479,1651
965,1192,1145,965,1733,1601,1832,2357,1036,1617,552,867,2324,1699,739,2091,1411,1170,1561,1283,1389,1123,704,2285,2198,671,1804,1479,2136,616
1655,2028,1710,2288,1277,525,2315,1573,790,2154,1530,1308,1393,2122,1795,793,601,1387,1494,1150,758,2163,2359,684,531,2197,2262,1651,616,1775
