2085,2017,710,887,987,1256,1704,1318,2288,1860,1284,627,2487,1191,2044,1010,805,1206,1189,1750,1358,1925,851,2404,534,1719,1673,656,1728,1905,1869,2094,1633,1095,1665,1361,1069,2317,1914,1822
2017,1652,1094,550,1032,2455,2492,952,1892,535,688,1671,1808,807,1508,2489,942,811,910,1296,1444,2120,1857,914,1925,1536,1281,2018,1062,745,1411,2372,1993,933,1417,1005,1603,2090,1305,911
710,1094,2298,1715,1558,741,671,809,986,984,2430,839,657,1069,1995,704,1233,742,1306,919,2317,2409,1359,674,776,2009,2238,756,1288,1162,619,897,1263,1103,1883,988,2243,1294,880,603
887,550,1715,898,1326,807,1649,2091,1329,516,530,2308,2218,929,893,1550,1535,2370,2181,1600,1907,1420,686,507,1755,2258,1245,949,2266,1849,1878,1105,1509,548,2251,1044,1055,1255,2499,1153
987,1032,1558,1326,1848,2356,1250,834,1495,613,1858,1639,2398,851,1188,2307,1888,2497,2267,2120,2417,1651,604,2396,982,542,2010,642,2050,1428,1561,1007,1817,2172,909,1190,1039,1767,1435,2347
1256,2455,741,807,2356,1721,2161,818,2041,1210,1207,1416,1124,534,2408,1419,1548,1569,2441,735,934,1246,2349,1671,2102,2178,1466,1736,768,1425,818,2069,935,1230,1129,2051,2384,1662,1605,2374
1704,2492,671,1649,1250,2161,851,783,1872,1242,1652,1335,1997,1108,1563,1777,1131,2492,2412,596,2061,1910,700,1953,1400,1541,1359,2287,1535,2365,2360,2448,951,1764,1308,744,2132,1403,1470,1420
1318,952,809,2091,834,818,783,967,2391,1085,1872,738,1260,675,1526,1886,1868,2189,2296,2398,2073,526,2458,856,1384,2073,1664,1422,1678,819,1742,1701,941,1056,1191,801,1866,853,1441,1558
2288,1892,986,1329,1495,2041,1872,2391,522,1178,552,2259,1386,2174,1522,763,1586,2318,1885,730,2357,1728,1326,643,1753,2326,616,2412,1008,630,849,1063,847,1394,1275,809,969,2078,539,1653
1860,535,984,516,613,1210,1242,1085,1178,880,915,2324,1209,1328,1395,2372,1809,1377,1012,1143,1133,2439,2108,1329,802,2374,990,2374,594,674,1982,1242,1907,1903,2113,1394,1608,978,633,2176
1284,688,2430,530,1858,1207,1652,1872,552,915,1823,717,2131,1416,922,2471,1037,1119,1281,2104,716,2488,2278,2469,1572,2246,1534,1506,970,559,1838,963,896,710,1896,1149,1084,687,1201,2258
627,1671,839,2308,1639,1416,1335,738,2259,2324,717,2113,581,2105,1765,507,1159,1629,1085,1745,1101,2462,555,759,1964,977,1156,1760,1319,825,955,2480,1619,618,1780,2268,1539,953,2116,1735
2487,1808,657,2218,2398,1124,1997,1260,1386,1209,2131,581,502,2409,1157,2036,1810,2126,1495,1297,991,2200,2467,1245,2288,2027,1902,1228,1321,2203,763,1922,1966,525,1518,516,1268,1636,2155,581
1191,807,1069,929,851,534,1108,675,2174,1328,1416,2105,2409,2343,1221,985,1202,1798,2202,1544,1846,1542,879,1592,2270,1976,1466,510,1484,2307,573,926,1365,1913,1788,1595,828,1838,1949,1674
2044,1508,1995,893,1188,2408,1563,1526,1522,1395,922,1765,1157,1221,604,2155,1747,2388,1822,884,2219,1401,2392,914,1524,1501,1598,905,1091,515,2243,1324,1051,2208,2171,1135,2289,1479,1163,1031
1010,2489,704,1550,2307,1419,1777,1886,763,2372,2471,507,2036,985,2155,593,2050,1699,1821,868,2482,2032,1661,2196,602,1533,1926,2135,1164,1966,1547,2159,622,2119,961,2065,1586,1659,2061,2385
805,942,1233,1535,1888,1548,1131,1868,1586,1809,1037,1159,1810,1202,1747,2050,1128,1728,1584,2301,1857,2488,1599,1317,1547,1174,1801,2173,1275,1037,2018,1385,626,2034,1742,524,775,857,672,1900
1206,811,742,2370,2497,1569,2492,2189,2318,1377,1119,1629,2126,1798,2388,1699,1728,837,575,545,1299,1303,918,2262,917,543,1028,2338,1425,977,653,1083,2105,2481,741,1748,963,1363,2177,2065
1189,910,1306,2181,2267,2441,2412,2296,1885,1012,1281,1085,1495,2202,1822,1821,1584,575,1200,1393,2007,1222,675,1334,922,729,994,1124,1186,687,993,2079,2228,1308,2275,2059,917,1844,2030,1980
1750,1296,919,1600,2120,735,596,2398,730,1143,2104,1745,1297,1544,884,868,2301,545,1393,2231,967,1190,1231,1667,1810,1842,1733,1367,2429,1352,1919,2424,1855,1628,2352,2248,2009,1474,1405,1134
1358,1444,2317,1907,2417,934,2061,2073,2357,1133,716,1101,991,1846,2219,2482,1857,1299,2007,967,1824,820,2458,1349,1212,2215,2273,2037,2082,2360,810,2285,2037,1420,2044,2433,1897,2006,1320,805
1925,2120,2409,1420,1651,1246,1910,526,1728,2439,2488,2462,2200,1542,1401,2032,2488,1303,1222,1190,820,1239,1442,731,1761,1679,1976,1036,2178,1611,1413,1188,1082,1936,2234,2295,1790,2450,2062,937
851,1857,1359,686,604,2349,700,2458,1326,2108,2278,555,2467,879,2392,1661,1599,918,675,1231,2458,1442,618,598,1315,953,1092,1343,1195,1702,886,2206,660,739,1780,1925,517,1187,2132,2123
2404,914,674,507,2396,1671,1953,856,643,1329,2469,759,1245,1592,914,2196,1317,2262,1334,1667,1349,731,598,1066,1514,1470,994,1737,1474,1254,1095,1826,2014,1515,1683,2107,1138,816,2168,1542
534,1925,776,1755,982,2102,1400,1384,1753,802,1572,1964,2288,2270,1524,602,1547,917,922,1810,1212,1761,1315,1514,2100,1333,901,1175,846,1135,1378,1295,1810,2473,2018,1696,1828,1749,538,749
1719,1536,2009,2258,542,2178,1541,2073,2326,2374,2246,977,2027,1976,1501,1533,1174,543,729,1842,2215,1679,953,1470,1333,2091,2244,587,887,829,1065,578,1738,1498,698,2263,1594,935,2235,1692
1673,1281,2238,1245,2010,1466,1359,1664,616,990,1534,1156,1902,1466,1598,1926,1801,1028,994,1733,2273,1976,1092,994,901,2244,1493,2384,992,2403,568,1810,1940,1875,585,1566,1886,1160,1675,2456
656,2018,756,949,642,1736,2287,1422,2412,2374,1506,1760,1228,510,905,2135,2173,2338,1124,1367,2037,1036,1343,1737,1175,587,2384,1696,2195,1246,1549,1573,2118,1369,1426,2271,1191,2139,1544,1843
1728,1062,1288,2266,2050,768,1535,1678,1008,594,970,1319,1321,1484,1091,1164,1275,1425,1186,2429,2082,2178,1195,1474,846,887,992,2195,1411,877,770,578,555,530,2153,615,2229,1197,2475,862
1905,745,1162,1849,1428,1425,2365,819,630,674,559,825,2203,2307,515,1966,1037,977,687,1352,2360,1611,1702,1254,1135,829,2403,1246,877,2439,1465,2281,763,2314,1211,912,722,1829,1816,594
1869,1411,619,1878,1561,818,2360,1742,849,1982,1838,955,763,573,2243,1547,2018,653,993,1919,810,1413,886,1095,1378,1065,568,1549,770,1465,1895,1796,636,2176,1349,1090,1904,2458,1436,2438
2094,2372,897,1105,1007,2069,2448,1701,1063,1242,963,2480,1922,926,1324,2159,1385,1083,2079,2424,2285,1188,2206,1826,1295,578,1810,1573,578,2281,1796,762,2473,1899,1499,1345,525,2425,875,2336
1633,1993,1263,1509,1817,935,951,941,847,1907,896,1619,1966,1365,1051,622,626,2105,2228,1855,2037,1082,660,2014,1810,1738,1940,2118,555,763,636,2473,1334,1943,1108,2360,1072,1404,605,2246
1095,933,1103,548,2172,1230,1764,1056,1394,1903,710,618,525,1913,2208,2119,2034,2481,1308,1628,1420,1936,739,1515,2473,1498,1875,1369,530,2314,2176,1899,1943,774,2106,729,2303,2367,2059,1834
