1714,2070,1877,1509,1656,603,2287,1283,1932,1570,1896,679,2199,1371,2231,2097,1233,1734,2231,546
2070,1979,2019,772,1174,770,1125,2158,2054,1821,2385,2395,2019,1746,1527,1473,2284,1608,1363,1336
1877,2019,1481,1810,2475,1846,2254,648,1224,557,1994,1586,911,1823,539,1541,1772,1135,1324,1220
1509,772,1810,2487,678,2336,1903,2263,2249,818,1298,2359,2296,2173,1133,704,1012,2284,1331,879
1656,1174,2475,678,1942,1547,557,846,1744,757,2285,1599,2022,1111,1052,1744,952,1610,1693,2043
603,770,1846,2336,1547,637,951,2336,922,1388,1358,1158,1627,1751,1371,1499,537,1485,2067,1518
2287,1125,2254,1903,557,951,2239,1738,1360,749,746,1835,1314,1858,995,1839,1719,2198,1423,1604
1283,2158,648,2263,846,2336,1738,1130,767,1968,1322,2265,1330,1472,2060,2181,1344,2426,665,1122
1932,2054,1224,2249,1744,922,1360,767,2333,786,868,2471,942,1516,633,2068,2129,1135,713,2375
1570,1821,557,818,757,1388,749,1968,786,2359,1970,2067,1198,1204,1285,1603,896,1544,986,2480
1896,2385,1994,1298,2285,1358,746,1322,868,1970,2162,548,1674,1595,1486,1641,640,2379,809,2107
679,2395,1586,2359,1599,1158,1835,2265,2471,2067,548,2340,1618,1560,1772,1280,710,2387,1295,777
2199,2019,911,2296,2022,1627,1314,1330,942,1198,1674,1618,500,1690,1919,1146,1456,1035,1403,2487
1371,1746,1823,2173,1111,1751,1858,1472,1516,1204,1595,1560,1690,2186,2109,587,639,1123,1267,812
2231,1527,539,1133,1052,1371,995,2060,633,1285,1486,1772,1919,2109,836,579,1162,1218,1138,2161
2097,1473,1541,704,1744,1499,1839,2181,2068,1603,1641,1280,1146,587,579,2163,2399,1540,1564,693
1233,2284,1772,1012,952,537,1719,1344,2129,896,640,710,1456,639,1162,2399,943,841,2458,2106
1734,1608,1135,2284,1610,1485,2198,2426,1135,1544,2379,2387,1035,1123,1218,1540,841,808,579,1871
2231,1363,1324,1331,1693,2067,1423,665,713,986,809,1295,1403,1267,1138,1564,2458,579,1224,504
546,1336,1220,879,2043,1518,1604,1122,2375,2480,2107,777,2487,812,2161,693,2106,1871,504,1921
