1945,1482,809,671,1508,1930,1909,1815,777,1701,2431,691,2184,2018,1078,871,1167,2456,2184,1804
1482,1588,1649,554,1714,2207,1644,2218,1300,861,1544,1971,944,1474,1376,1897,1204,2402,1282,640
809,1649,1560,657,1121,1216,2413,1901,1997,2227,1123,2446,725,1612,2187,1006,910,807,1048,1306
671,554,657,2286,1394,2498,1277,614,1422,1423,2368,1977,1509,542,2234,2000,534,2042,2090,2403
1508,1714,1121,1394,809,1617,2271,2373,2448,1757,1928,1492,1749,2281,1670,1918,1565,1524,2351,1697
1930,2207,1216,2498,1617,2074,806,1524,2092,1770,1507,2433,987,678,1778,850,1163,952,1976,1332
1909,1644,2413,1277,2271,806,1521,921,1288,1240,2486,1179,2022,1046,2228,2365,558,1992,1171,1745
1815,2218,1901,614,2373,1524,921,1956,2081,977,1994,604,2340,1181,912,1912,1013,858,788,1593
777,1300,1997,1422,2448,2092,1288,2081,952,2024,1050,1907,2476,2090,1114,1737,1074,722,1654,2197
1701,861,2227,1423,1757,1770,1240,977,2024,1141,2395,672,2353,2422,1834,1800,1012,1907,2392,1259
2431,1544,1123,2368,1928,1507,2486,1994,1050,2395,1577,2066,1423,1894,2218,2132,1757,2120,2093,705
691,1971,2446,1977,1492,2433,1179,604,1907,672,2066,1592,943,2488,1751,2234,1964,2346,2482,643
2184,944,725,1509,1749,987,2022,2340,2476,2353,1423,943,1323,2482,2020,1442,1101,1323,1619,1946
2018,1474,1612,542,2281,678,1046,1181,2090,2422,1894,2488,2482,1238,1562,721,611,1120,1875,1764
1078,1376,2187,2234,1670,1778,2228,912,1114,1834,2218,1751,2020,1562,1327,1186,1820,1897,1068,808
871,1897,1006,2000,1918,850,2365,1912,1737,1800,2132,2234,1442,721,1186,2391,1843,1408,1167,2077
1167,1204,910,534,1565,1163,558,1013,1074,1012,1757,1964,1101,611,1820,1843,510,2114,1328,1201
2456,2402,807,2042,1524,952,1992,858,722,1907,2120,2346,1323,1120,1897,1408,2114,938,1929,891
2184,1282,1048,2090,2351,1976,1171,788,1654,2392,2093,2482,1619,1875,1068,1167,1328,1929,1713,2440
1804,640,1306,2403,1697,1332,1745,1593,2197,1259,705,643,1946,1764,808,2077,1201,891,2440,617
