658,1929,2009,754,579,908,769,1981,1074,1251,1658,1462,2389,1358,1748,670,859,1524,653,690,1598,1190,1355,826,1023,1296,1725,998,958,665
1929,1096,1579,1959,1755,894,1166,1123,2266,1201,573,776,1865,1031,791,1676,1216,820,1565,597,1719,1681,1649,1261,2281,951,2247,2254,1861,531
2009,1579,1605,2294,1564,679,1774,1322,1628,1391,1662,685,2215,1701,1147,1561,775,962,1124,739,2368,902,1234,2425,2098,556,1130,1859,2100,763
754,1959,2294,2052,528,1789,705,2046,1126,964,2009,2435,2393,1990,996,874,1640,1856,1279,650,896,1093,2361,1246,1922,873,1206,1299,1394,1504
579,1755,1564,528,585,1870,1263,2010,1579,942,849,2013,524,966,1150,871,2013,1368,1444,1390,603,2065,1005,947,1100,1399,1691,1476,2112,2060
908,894,679,1789,1870,2240,1768,1438,1710,1039,1198,2347,2192,928,1560,2122,842,807,1822,1921,1163,1661,568,793,1687,1306,532,2410,642,936
769,1166,1774,705,1263,1768,1419,1854,2290,2185,1382,1422,1236,2250,1942,804,678,1011,965,2230,2085,1112,1833,1447,1069,1880,575,928,1697,1434
1981,1123,1322,2046,2010,1438,1854,1662,2139,1074,834,2170,1978,664,1887,1796,2189,1979,943,1916,912,501,1714,1491,835,2384,2407,1837,1864,2455
1074,2266,1628,1126,1579,1710,2290,2139,1192,716,2103,1065,1257,759,1916,2076,2075,1067,1280,2419,1133,1439,1759,1805,1528,2052,672,1774,832,887
1251,1201,1391,964,942,1039,2185,1074,716,842,861,1172,1005,1708,2414,1452,718,1376,1554,948,1392,1742,1740,1554,2442,860,1484,799,1066,788
1658,573,1662,2009,849,1198,1382,834,2103,861,1274,1851,2313,710,922,1606,2187,2375,1228,2280,2230,1772,846,2036,944,1781,2252,1385,2263,1117
1462,776,685,2435,2013,2347,1422,2170,1065,1172,1851,724,1688,923,1091,918,2154,1563,1001,2003,1096,2396,2080,1939,1665,2417,1703,1967,853,2014
2389,1865,2215,2393,524,2192,1236,1978,1257,1005,2313,1688,2310,2141,729,1857,1131,1687,605,2203,1614,560,1047,872,1962,1702,784,1097,743,2206
1358,1031,1701,1990,966,928,2250,664,759,1708,710,923,2141,818,1433,1556,2261,766,829,1370,1873,1553,2230,2297,2302,1875,1788,2010,2143,878
1748,791,1147,996,1150,1560,1942,1887,1916,2414,922,1091,729,1433,2054,935,1935,2208,1461,2479,1517,935,2040,1058,2031,2294,1812,783,1518,1853
670,1676,1561,874,871,2122,804,1796,2076,1452,1606,918,1857,1556,935,1657,1570,1423,570,1881,2472,1441,1698,1360,2303,2482,1837,1200,903,941
859,1216,775,1640,2013,842,678,2189,2075,718,2187,2154,1131,2261,1935,1570,2290,1258,1049,728,1859,1815,1558,2431,2097,649,1756,1869,1221,1585
1524,820,962,1856,1368,807,1011,1979,1067,1376,2375,1563,1687,766,2208,1423,1258,867,1671,900,2068,502,566,1264,1488,1348,1907,802,1423,883
653,1565,1124,1279,1444,1822,965,943,1280,1554,1228,1001,605,829,1461,570,1049,1671,2132,1306,789,748,955,577,923,2200,904,1967,758,2262
690,597,739,650,1390,1921,2230,1916,2419,948,2280,2003,2203,1370,2479,1881,728,900,1306,2082,704,1040,1690,1445,1101,1833,1325,900,1575,1150
1598,1719,2368,896,603,1163,2085,912,1133,1392,2230,1096,1614,1873,1517,2472,1859,2068,789,704,726,991,2110,942,1402,1696,2492,1009,916,1218
1190,1681,902,1093,2065,1661,1112,501,1439,1742,1772,2396,560,1553,935,1441,1815,502,748,1040,991,672,819,1478,1025,943,1118,558,1658,1998
1355,1649,1234,2361,1005,568,1833,1714,1759,1740,846,2080,1047,2230,2040,1698,1558,566,955,1690,2110,819,634,893,788,1141,2161,1551,1464,831
826,1261,2425,1246,947,793,1447,1491,1805,1554,2036,1939,872,2297,1058,1360,2431,1264,577,1445,942,1478,893,1535,1375,1727,554,2021,1914,1128
1023,2281,2098,1922,1100,1687,1069,835,1528,2442,944,1665,1962,2302,2031,2303,2097,1488,923,1101,1402,1025,788,1375,2222,1617,1239,1314,2039,849
1296,951,556,873,1399,1306,1880,2384,2052,860,1781,2417,1702,1875,2294,2482,649,1348,2200,1833,1696,943,1141,1727,1617,1977,2402,1872,1313,1287
1725,2247,1130,1206,1691,532,575,2407,672,1484,2252,1703,784,1788,1812,1837,1756,1907,904,1325,2492,1118,2161,554,1239,2402,1465,2244,1335,2231
998,2254,1859,1299,1476,2410,928,1837,1774,799,1385,1967,1097,2010,783,1200,1869,802,1967,900,1009,558,1551,2021,1314,1872,2244,2207,551,1638
958,1861,2100,1394,2112,642,1697,1864,832,1066,2263,853,743,2143,1518,903,1221,1423,758,1575,916,1658,1464,1914,2039,1313,1335,551,1712,726
665,531,763,1504,2060,936,1434,2455,887,788,1117,2014,2206,878,1853,941,1585,883,2262,1150,1218,1998,831,1128,849,1287,2231,1638,726,722
