1415,1007,2232,966,1876,1284,1989,1744,1422,1721,2205,2347,666,1579,2263,2134,2142,933,2357,1515
1007,948,1845,2104,1541,1776,1922,1046,1057,745,1367,680,1693,1028,2110,896,1382,2257,2386,2304
2232,1845,1956,2226,1215,1674,814,996,2166,1101,520,954,2366,1817,1164,932,1375,1869,2289,1922
966,2104,2226,1602,1145,1904,866,1015,2016,2174,1451,619,636,1208,1309,1187,2347,1911,2100,901
1876,1541,1215,1145,1693,826,706,899,2113,2076,1712,600,1503,2292,826,1305,803,2423,1772,2186
1284,1776,1674,1904,826,1328,2267,764,2112,1549,1413,1960,855,1588,1397,2312,1809,1102,2477,660
1989,1922,814,866,706,2267,2149,2338,2440,565,1157,865,2070,1524,753,922,902,1942,732,967
1744,1046,996,1015,899,764,2338,761,1660,2230,2444,1366,799,2094,2446,2104,897,1631,1718,2496
1422,1057,2166,2016,2113,2112,2440,1660,1107,2440,2061,1115,1986,2497,1140,1082,2194,1888,1937,1225
1721,745,1101,2174,2076,1549,565,2230,2440,1642,905,1809,642,713,1278,1965,2498,1151,2008,2350
2205,1367,520,1451,1712,1413,1157,2444,2061,905,1184,1716,2172,2294,1183,500,1128,1522,1474,2400
2347,680,954,619,600,1960,865,1366,1115,1809,1716,1813,1122,1217,2038,2454,1984,2490,1368,2087
666,1693,2366,636,1503,855,2070,799,1986,642,2172,1122,821,2114,1041,2039,1955,1395,2361,934
1579,1028,1817,1208,2292,1588,1524,2094,2497,713,2294,1217,2114,1244,1298,1105,2000,2113,2235,2483
2263,2110,1164,1309,826,1397,753,2446,1140,1278,1183,2038,1041,1298,2430,851,1546,2081,2312,579
2134,896,932,1187,1305,2312,922,2104,1082,1965,500,2454,2039,1105,851,2229,1640,1682,1201,2192
2142,1382,1375,2347,803,1809,902,897,2194,2498,1128,1984,1955,2000,1546,1640,530,1541,1306,789
933,2257,1869,1911,2423,1102,1942,1631,1888,1151,1522,2490,1395,2113,2081,1682,1541,1475,1242,1339
2357,2386,2289,2100,1772,2477,732,1718,1937,2008,1474,1368,2361,2235,2312,1201,1306,1242,1257,1215
1515,2304,1922,901,2186,660,967,2496,1225,2350,2400,2087,934,2483,579,2192,789,1339,1215,2320
