995,1238,1739,1900,1783,1393,857,1561,1561,1005,941,2291,592,504,573,552,1731,1618,1904,2151
1238,508,2084,1535,1141,789,1874,842,1620,709,1423,871,769,2441,2209,866,1505,1246,2059,1752
1739,2084,2316,1839,1325,1904,1968,1027,1573,2116,1347,1503,1679,1205,2274,1398,710,1894,598,890
1900,1535,1839,1551,1943,1223,1601,2190,1171,1140,1956,854,978,935,2009,1879,684,2496,906,2131
1783,1141,1325,1943,586,871,2472,1126,1521,1921,1322,2302,1435,1028,1723,1037,838,1508,905,937
1393,789,1904,1223,871,2147,2407,859,879,2058,745,2280,1995,649,2279,2332,1782,1079,1741,2461
857,1874,1968,1601,2472,2407,2484,682,1606,1244,2459,2122,2254,1720,1965,1757,790,658,1819,1887
1561,842,1027,2190,1126,859,682,2117,1686,1145,2268,1988,664,2091,1525,1296,2089,2138,2275,560
1561,1620,1573,1171,1521,879,1606,1686,2236,1143,563,1080,1195,1270,648,2120,1363,710,1334,1851
1005,709,2116,1140,1921,2058,1244,1145,1143,2036,1432,643,780,981,1114,2003,2038,588,733,651
941,1423,1347,1956,1322,745,2459,2268,563,1432,793,1897,1998,1396,888,653,1819,1234,2318,1715
2291,871,1503,854,2302,2280,2122,1988,1080,643,1897,1166,1901,1047,2148,1549,2343,1371,612,1941
592,769,1679,978,1435,1995,2254,664,1195,780,1998,1901,889,1053,1558,1893,2461,1607,2068,1340
504,2441,1205,935,1028,649,1720,2091,1270,981,1396,1047,1053,1708,1278,857,2334,1739,1498,2197
573,2209,2274,2009,1723,2279,1965,1525,648,1114,888,2148,1558,1278,1032,1383,1276,1777,2320,1613
552,866,1398,1879,1037,2332,1757,1296,2120,2003,653,1549,1893,857,1383,1004,815,516,2179,2438
1731,1505,710,684,838,1782,790,2089,1363,2038,1819,2343,2461,2334,1276,815,1764,1180,2272,1920
1618,1246,1894,2496,1508,1079,658,2138,710,588,1234,1371,1607,1739,1777,516,1180,611,624,2131
1904,2059,598,906,905,1741,1819,2275,1334,733,2318,612,2068,1498,2320,2179,2272,624,1510,1861
2151,1752,890,2131,937,2461,1887,560,1851,651,1715,1941,1340,2197,1613,2438,1920,2131,1861,1990
