1011,837,872,2196,2030,756,661,1949,1375,2092,1425,1437,912,1936,1269,517,923,1649,1645,729
837,1876,1934,1013,665,2143,952,1866,1321,1046,1362,2078,1538,808,1860,1282,1548,2230,1415,2311
872,1934,1820,2152,1128,2278,1112,768,592,1161,515,662,2264,913,2473,1554,2304,662,2091,1721
2196,1013,2152,2341,1398,1075,2150,1462,2321,1500,1300,1183,2276,1748,819,967,795,1232,2449,2145
2030,665,1128,1398,735,1402,1483,1603,1928,1413,976,2051,2237,1073,1548,1462,718,2265,772,900
756,2143,2278,1075,1402,1791,2375,1985,1254,694,1980,1052,826,1560,1354,985,2227,1708,578,1858
661,952,1112,2150,1483,2375,1662,1526,2124,1486,985,2474,1579,1293,2133,1824,1217,1355,2120,1480
1949,1866,768,1462,1603,1985,1526,1520,1141,1056,2462,1502,806,1781,981,604,1824,949,1044,665
1375,1321,592,2321,1928,1254,2124,1141,1609,922,1690,1545,1692,2402,1746,2321,544,1796,1534,2489
2092,1046,1161,1500,1413,694,1486,1056,922,942,1073,1174,993,1356,2383,2143,785,2460,1193,1063
1425,1362,515,1300,976,1980,985,2462,1690,1073,692,2090,2007,1808,1371,686,2147,2201,1319,1579
1437,2078,662,1183,2051,1052,2474,1502,1545,1174,2090,889,1696,2077,2323,874,1955,1465,502,1247
912,1538,2264,2276,2237,826,1579,806,1692,993,2007,1696,1106,1155,2357,1720,1508,842,1114,510
1936,808,913,1748,1073,1560,1293,1781,2402,1356,1808,2077,1155,2249,1712,2150,2217,2049,742,2159
1269,1860,2473,819,1548,1354,2133,981,1746,2383,1371,2323,2357,1712,2242,1588,1380,2227,1490,1461
517,1282,1554,967,1462,985,1824,604,2321,2143,686,874,1720,2150,1588,2419,2387,2193,505,781
923,1548,2304,795,718,2227,1217,1824,544,785,2147,1955,1508,2217,1380,2387,1486,2286,875,1767
1649,2230,662,1232,2265,1708,1355,949,1796,2460,2201,1465,842,2049,2227,2193,2286,2420,1496,1732
1645,1415,2091,2449,772,578,2120,1044,1534,1193,1319,502,1114,742,1490,505,875,1496,1907,1780
729,2311,1721,2145,900,1858,1480,665,2489,1063,1579,1247,510,2159,1461,781,1767,1732,1780,1327
