0,159,6.0,159,138318,16642
1,52,3.0,52,110074,16826
2,154,15.0,154,52206,122844
3,239,6.0,239,60775,128225
4,188,25.0,188,27431,129619
5,70,0.0,70,180534,55896
6,96,16.0,96,41879,140191
7,288,8.0,288,35871,115969
8,78,2.0,78,107239,71241
9,232,12.0,232,80466,105694
10,230,34.0,230,160431,22549
11,10,0.0,10,71044,133916
12,287,52.0,287,172060,37640
13,156,14.0,156,112112,18858
14,207,14.0,207,24724,147616
15,106,17.0,106,70016,69144
16,113,5.0,113,135276,33384
17,101,10.0,101,46091,83199
18,201,1.0,201,78523,39217
19,70,4.0,70,26763,111297
20,201,0.0,201,131211,32319
21,213,3.0,213,124033,54257
22,158,19.0,158,37168,88922
23,53,6.0,53,137317,743
24,164,24.0,164,43889,68111
25,300,14.0,300,20312,121578
26,251,26.0,251,59111,105319
27,191,12.0,191,46080,147760
28,206,21.0,206,100591,68529
29,130,4.0,130,1503,217377
30,176,31.0,176,82053,149877
31,213,33.0,213,11212,170788
32,17,0.0,17,71371,136069
33,75,2.0,75,55336,178664
34,179,4.0,179,73793,85087
35,140,4.0,140,194729,2631
36,256,8.0,256,46696,131704
37,305,59.0,305,57163,56867
38,70,4.0,70,71688,149262
39,169,2.0,169,82646,53034
