0,126,5.0,126,112095,48975
1,171,21.0,171,153304,13436
2,258,24.0,258,3384,157536
3,88,9.0,88,161513,2777
4,124,14.0,124,17756,107264
5,272,1.0,272,93986,100494
6,288,39.0,288,122536,25724
7,123,15.0,123,71240,96620
8,127,15.0,127,160506,6654
9,14,0.0,14,46521,101259
10,127,3.0,127,13993,119847
11,44,2.0,44,78081,89859
12,254,11.0,254,75796,75614
13,156,23.0,156,37280,199150
14,205,24.0,205,92772,81388
15,145,23.0,145,25594,72336
16,280,51.0,280,166528,10952
17,307,26.0,307,30502,66028
18,247,25.0,247,73743,40147
19,145,20.0,145,91627,83173
