0,119,2.0,119,76947,53673
1,252,28.0,252,114840,35080
2,233,24.0,233,83671,29369
3,298,5.0,298,132394,116
4,205,14.0,205,123370,105230
5,46,3.0,46,14820,150060
6,213,6.0,213,91046,7234
7,121,12.0,121,17106,165454
8,91,7.0,91,115761,35079
9,11,0.0,11,123111,38799
10,97,14.0,97,22792,186278
11,305,54.0,305,98943,14577
12,310,54.0,310,30398,84642
13,26,0.0,26,84472,52448
14,274,36.0,274,176691,1949
15,139,22.0,139,2438,188442
16,119,8.0,119,75641,83839
17,174,20.0,174,52419,145101
18,222,40.0,222,20272,94738
19,173,18.0,173,70528,85012
20,289,9.0,289,62975,117695
21,138,2.0,138,66080,41720
22,25,0.0,25,138691,37169
23,216,27.0,216,75171,60669
24,115,3.0,115,39911,76169
25,231,30.0,231,29674,139616
26,255,9.0,255,62002,62648
27,16,1.0,16,149000,13560
28,253,30.0,253,8751,162789
29,114,17.0,114,29242,139108
30,159,4.0,159,111546,60934
31,302,36.0,302,67954,94926
32,15,1.0,15,113195,15045
33,194,11.0,194,50622,130468
34,54,2.0,54,7738,146402
35,185,32.0,185,8574,174576
36,202,34.0,202,158157,23913
37,151,6.0,151,124761,52339
38,288,25.0,288,65845,164915
39,62,6.0,62,90600,82090
