0,130,1.0,130,67945,124055
1,240,18.0,240,190903,45887
2,204,9.0,204,115261,52949
3,228,41.0,228,228324,5316
4,180,26.0,180,168717,16593
5,173,16.0,173,8002,115038
6,108,18.0,108,102247,26543
7,252,11.0,252,77323,34277
8,262,1.0,262,110931,18359
9,215,5.0,215,81038,55282
10,157,12.0,157,99366,25374
11,104,4.0,104,148244,11286
12,180,22.0,180,174863,9187
13,18,0.0,18,158807,22903
14,258,29.0,258,6407,104473
15,299,6.0,299,136571,19759
16,40,6.0,40,22337,121843
17,275,11.0,275,118915,61485
18,54,7.0,54,90775,80585
19,29,1.0,29,159564,35376
20,214,35.0,214,97631,60639
21,198,36.0,198,132348,18932
22,206,27.0,206,128102,41018
23,201,29.0,201,221791,4469
24,305,59.0,305,146119,54311
25,61,1.0,61,159538,25232
26,50,4.0,50,117497,14893
27,55,2.0,55,58268,120692
28,132,19.0,132,48990,118050
29,256,28.0,256,74335,76935
