0,51,2.0,51,178167,43413
1,131,17.0,131,63678,32712
2,300,8.0,300,160227,27423
3,61,1.0,61,38072,172708
4,99,2.0,99,34828,144362
5,49,4.0,49,49624,72856
6,128,17.0,128,4487,96873
7,144,15.0,144,50122,62438
8,154,20.0,154,122323,71357
9,281,48.0,281,48179,139021
10,170,31.0,170,158724,19276
11,179,5.0,179,212218,2432
12,232,2.0,232,22231,97749
13,49,1.0,49,60615,52985
14,209,23.0,209,144183,85407
15,205,23.0,205,46200,73990
16,62,9.0,62,54857,60903
17,248,43.0,248,126903,9657
18,228,24.0,228,36529,151751
19,193,28.0,193,13451,152309
20,210,37.0,210,11227,149253
21,193,35.0,193,183663,50247
22,307,49.0,307,164447,13303
23,13,0.0,13,10472,89068
24,117,4.0,117,82774,119636
25,203,29.0,203,41649,100031
26,198,16.0,198,35070,124410
27,307,39.0,307,77094,48106
28,179,18.0,179,9282,103198
29,75,12.0,75,14124,86816
30,202,27.0,202,18472,81628
31,31,2.0,31,67068,72372
32,305,54.0,305,10566,99514
33,149,11.0,149,159629,31351
34,143,21.0,143,114485,32935
35,200,10.0,200,30790,74840
36,167,11.0,167,26045,114375
37,216,13.0,216,39858,143752
38,19,0.0,19,48146,136264
39,260,15.0,260,50406,51234
