0,69,4.0,69,119140,91190
1,229,42.0,229,79268,106252
2,205,23.0,205,70157,51283
3,30,3.0,30,140472,59368
4,260,23.0,260,86351,109649
5,45,0.0,45,4920,121220
6,48,4.0,48,162260,9520
7,129,23.0,129,28416,175614
8,189,19.0,189,37955,149485
9,71,3.0,71,2308,124882
10,14,0.0,14,120647,22093
11,62,2.0,62,85814,91936
12,38,4.0,38,126240,39540
13,230,1.0,230,66161,133679
14,117,20.0,117,87812,52958
15,139,21.0,139,110798,80902
16,218,36.0,218,105383,60167
17,181,13.0,181,131806,99494
18,204,1.0,204,56726,79894
19,202,20.0,202,157361,16169
20,307,21.0,307,56556,56284
21,115,10.0,115,42062,74838
22,229,8.0,229,67274,43116
23,51,1.0,51,26427,138913
24,225,11.0,225,35662,101058
25,113,18.0,113,89283,41127
26,192,15.0,192,14172,178708
27,110,3.0,110,134793,59767
28,117,19.0,117,3619,113181
29,44,3.0,44,108045,35235
