0,114,10.0,114,172837,22523
1,62,1.0,62,118639,1691
2,196,27.0,196,144451,449
3,291,31.0,291,9368,161092
4,268,38.0,268,25346,146374
5,202,38.0,202,11527,113193
6,61,10.0,61,109521,36429
7,250,13.0,250,14137,165833
8,141,15.0,141,22652,124228
9,283,12.0,283,82593,125007
10,194,31.0,194,34278,103552
11,144,4.0,144,28857,130813
12,202,24.0,202,111805,33655
13,46,5.0,46,72275,73165
14,144,6.0,144,132499,33581
15,86,4.0,86,73399,63761
16,166,4.0,166,15068,191092
17,58,8.0,58,25689,160791
18,249,29.0,249,147272,20098
19,15,1.0,15,148651,74729
20,123,17.0,123,39646,124504
21,44,4.0,44,145965,10905
22,120,10.0,120,83040,48980
23,258,17.0,258,26204,203566
24,134,10.0,134,10220,106100
25,175,3.0,175,108149,33251
26,273,3.0,273,170262,1008
27,193,0.0,193,51122,78478
28,170,15.0,170,120492,80228
29,37,0.0,37,67543,85827
30,250,39.0,250,47596,70284
31,230,26.0,230,59692,64068
32,85,8.0,85,56831,107089
33,266,42.0,266,38641,66359
34,242,32.0,242,19705,89565
35,99,7.0,99,99835,15735
36,98,2.0,98,125143,70697
37,279,38.0,279,53162,104358
38,107,7.0,107,95991,93549
39,94,16.0,94,75198,67992
