0,167,24.0,167,113795,50915
1,252,15.0,252,60939,65061
2,117,19.0,117,143037,27873
3,146,3.0,146,68035,47185
4,198,25.0,198,103088,92672
5,304,47.0,304,156302,2248
6,307,46.0,307,75357,87953
7,191,11.0,191,19530,146070
8,63,7.0,63,164486,26044
9,159,29.0,159,164866,69854
10,216,14.0,216,23882,76638
11,13,0.0,13,129961,67319
12,232,34.0,232,55056,44414
13,225,36.0,225,129184,29576
14,292,34.0,292,13951,169089
15,245,19.0,245,105588,36332
16,179,31.0,179,63657,49063
17,208,17.0,208,148219,45701
18,136,7.0,136,44676,176724
19,15,0.0,15,27111,84469
20,174,21.0,174,3881,166009
21,228,7.0,228,75603,150117
22,203,7.0,203,44151,146729
23,111,4.0,111,57278,95122
24,40,3.0,40,105831,69309
25,294,23.0,294,20208,101592
26,232,13.0,232,87141,42699
27,237,15.0,237,73076,64534
28,284,40.0,284,100575,13985
29,23,1.0,23,24458,175702
30,55,2.0,55,40952,152648
31,134,0.0,134,53382,91788
32,12,0.0,12,1098,160452
33,272,20.0,272,31652,172268
34,20,0.0,20,161737,28973
35,304,56.0,304,115932,33378
36,106,11.0,106,37465,181235
37,205,24.0,205,112004,38986
38,295,1.0,295,95984,73456
39,82,4.0,82,162505,3115
