0,230,15.0,230,13359,172761
1,47,6.0,47,171924,7116
2,300,8.0,300,7476,126784
3,236,18.0,236,3727,154353
4,136,24.0,136,181719,18171
5,61,6.0,61,99295,80045
6,131,0.0,131,111766,15634
7,138,25.0,138,72452,91708
8,271,44.0,271,76726,49974
9,51,6.0,51,47085,82115
10,169,14.0,169,69773,121747
11,16,0.0,16,55424,58746
12,81,4.0,81,91119,78171
13,158,25.0,158,153481,67019
14,292,2.0,292,30307,96333
15,114,12.0,114,28132,113408
16,74,6.0,74,30500,108550
17,170,22.0,170,71054,57826
18,227,14.0,227,145274,91606
19,32,1.0,32,153312,8598
20,46,6.0,46,84896,33264
21,78,2.0,78,11819,116021
22,70,3.0,70,5990,136120
23,250,10.0,250,50262,126498
24,208,13.0,208,167964,51366
25,201,30.0,201,58076,73524
26,253,24.0,253,99135,31425
27,183,24.0,183,165559,31721
28,276,52.0,276,27061,116159
29,232,25.0,232,132462,28578
30,91,6.0,91,17976,181284
31,234,19.0,234,139717,63323
32,268,25.0,268,156990,80250
33,65,10.0,65,34010,200440
34,235,33.0,235,18227,154533
35,230,37.0,230,22311,141609
36,221,41.0,221,31940,147540
37,133,4.0,133,63812,33628
38,86,13.0,86,51513,120087
39,118,3.0,118,209620,15020
