0,234,1.0,234,69087,55443
1,37,4.0,37,120356,8684
2,134,5.0,134,81205,38985
3,28,0.0,28,63355,90095
4,305,13.0,305,85480,126020
5,81,12.0,81,30332,79918
6,10,0.0,10,47785,78575
7,241,30.0,241,66790,44810
8,199,14.0,199,50786,58414
9,18,1.0,18,48032,52558
10,254,42.0,254,50069,74651
11,175,19.0,175,110801,46249
12,92,4.0,92,150162,32188
13,161,7.0,161,18767,93153
14,273,20.0,273,156671,40249
15,273,47.0,273,117455,72225
16,267,27.0,267,191081,3559
17,64,8.0,64,101353,22847
18,307,20.0,307,84250,45350
19,198,26.0,198,16826,99414
20,298,29.0,298,51840,181710
21,138,21.0,138,166434,39806
22,63,0.0,63,177064,4556
23,289,46.0,289,84497,50043
24,157,25.0,157,77099,122341
25,41,4.0,41,115669,7741
26,217,9.0,217,47867,121743
27,207,20.0,207,153289,14391
28,92,15.0,92,67268,129532
29,225,31.0,225,31007,204163
30,41,5.0,41,17398,170842
31,172,25.0,172,11080,186560
32,253,27.0,253,38545,117695
33,216,24.0,216,38925,85275
34,308,13.0,308,145628,12292
35,150,14.0,150,18674,169696
36,147,8.0,147,194498,41212
37,129,18.0,129,61045,46545
38,57,2.0,57,135220,57500
39,232,23.0,232,68869,156671
