0,48,2.0,48,140769,13581
1,105,13.0,105,24197,85883
2,137,15.0,137,119916,60644
3,272,25.0,272,93132,49788
4,112,3.0,112,67142,50318
5,163,5.0,163,44686,131014
6,215,15.0,215,88006,107024
7,125,1.0,125,191900,700
8,194,23.0,194,77642,32328
9,59,5.0,59,32348,153652
10,211,24.0,211,25063,128307
11,290,51.0,290,148352,65938
12,147,16.0,147,70561,106399
13,303,1.0,303,38266,99334
14,39,1.0,39,88545,42985
15,49,6.0,49,20734,152466
16,45,6.0,45,65152,136808
17,218,19.0,218,82420,15860
18,88,14.0,88,51727,132683
19,241,26.0,241,31303,135377
