0,291,33.0,291,67814,116706
1,94,4.0,94,232899,4521
2,64,1.0,64,81563,95197
3,239,17.0,239,131351,1489
4,102,14.0,102,27374,162386
5,178,4.0,178,15186,214314
6,116,8.0,116,50335,72425
7,240,22.0,240,111472,76768
8,190,32.0,190,117659,2021
9,111,12.0,111,6272,135648
10,298,47.0,298,89056,40024
11,35,3.0,35,73256,110704
12,242,29.0,242,62990,42220
13,155,22.0,155,80324,28876
14,222,37.0,222,62692,89278
15,51,0.0,51,93226,54774
16,305,36.0,305,111698,71702
17,170,10.0,170,18268,183512
18,78,9.0,78,96908,60772
19,237,4.0,237,50781,73219
