0,90,0.0,90,91038,64642
1,290,2.0,290,138378,93732
2,292,16.0,292,82064,45056
3,224,32.0,224,69190,110540
4,180,15.0,180,54203,64277
5,50,0.0,50,175224,51486
6,179,24.0,179,136375,3205
7,136,24.0,136,56879,141521
8,20,0.0,20,95515,68565
9,212,23.0,212,75525,114465
10,254,47.0,254,23239,91801
11,171,28.0,171,62247,53193
12,242,32.0,242,174760,21400
13,184,9.0,184,25538,147782
14,25,3.0,25,34040,85080
15,208,37.0,208,142846,41384
16,270,32.0,270,23125,96315
17,134,17.0,134,43019,139331
18,50,5.0,50,33665,165295
19,74,6.0,74,70568,102592
