0,221,36.0,221,74147,73693
1,203,1.0,203,106019,5211
2,69,9.0,69,65529,101001
3,231,7.0,231,69762,61138
4,225,4.0,225,144178,23682
5,99,0.0,99,4346,149934
6,248,34.0,248,36701,194149
7,199,22.0,199,20211,95949
8,226,20.0,226,163087,24023
9,297,15.0,297,104942,27088
10,186,15.0,186,857,135543
11,83,4.0,83,129889,47351
12,15,0.0,15,63778,39262
13,150,4.0,150,139985,13015
14,277,34.0,277,121219,34841
15,227,33.0,227,118994,64406
16,293,37.0,293,44266,88614
17,292,56.0,292,109790,370
18,292,31.0,292,123928,76552
19,17,0.0,17,10470,160090
