0,290,19.0,290,9137,160543
1,112,0.0,112,94279,57641
2,133,14.0,133,22161,159119
3,226,4.0,226,132065,16895
4,152,0.0,152,43662,101518
5,37,0.0,37,92979,66461
6,43,5.0,43,93094,74266
7,167,3.0,167,74680,26680
8,75,6.0,75,13422,84018
9,164,24.0,164,99144,111256
10,31,0.0,31,87790,51730
11,141,9.0,141,11921,155119
12,21,0.0,21,2494,103626
13,147,21.0,147,148883,12957
14,95,12.0,95,9970,103230
15,46,2.0,46,94731,45689
16,201,7.0,201,19689,173001
17,221,4.0,221,55597,101123
18,101,3.0,101,119914,24986
19,94,10.0,94,149543,17657
20,35,3.0,35,106811,101629
21,257,37.0,257,112945,18095
22,188,31.0,188,37930,63150
23,194,21.0,194,118116,16164
24,246,19.0,246,102998,64942
25,261,15.0,261,70158,112682
26,45,4.0,45,122410,66230
27,265,10.0,265,145480,11160
28,298,29.0,298,105244,33566
29,135,0.0,135,88791,48269
30,144,19.0,144,41484,142656
31,37,5.0,37,78638,32082
32,194,5.0,194,45218,100672
33,262,35.0,262,127086,4854
34,189,16.0,189,31859,77831
35,159,24.0,159,96230,63650
36,251,28.0,251,64378,95552
37,70,3.0,70,47444,138476
38,166,5.0,166,184341,50649
39,83,10.0,83,9659,118231
