0,239,39.0,239,86947,84013
1,139,18.0,139,176892,5318
2,205,30.0,205,101377,39833
3,94,5.0,94,125602,62078
4,261,0.0,261,103056,34214
5,161,18.0,161,75794,43206
6,239,1.0,239,57201,110029
7,36,4.0,36,27504,91356
8,300,9.0,300,43733,103147
9,108,18.0,108,159997,6683
10,248,0.0,248,90384,34566
11,164,15.0,164,15169,142681
12,93,13.0,93,51821,155779
13,89,14.0,89,145217,25343
14,236,30.0,236,68811,72789
15,58,2.0,58,3187,216953
16,310,54.0,310,143353,37007
17,45,5.0,45,12259,158121
18,298,48.0,298,40125,152835
19,103,3.0,103,134081,39449
20,252,31.0,252,20547,128133
21,172,5.0,172,24074,78896
22,97,10.0,97,63729,65601
23,256,17.0,256,61035,62085
24,149,10.0,149,57027,102923
25,95,8.0,95,8516,117484
26,250,9.0,250,63594,79626
27,138,2.0,138,185519,16161
28,206,9.0,206,30695,125385
29,291,12.0,291,85324,115736
30,168,31.0,168,42386,132334
31,309,46.0,309,73256,46024
32,232,8.0,232,24387,134193
33,223,33.0,223,135042,40098
34,293,4.0,293,120415,88385
35,43,3.0,43,109052,33268
36,12,0.0,12,65125,86075
37,104,4.0,104,1013,138937
38,219,37.0,219,8523,186507
39,278,1.0,278,47822,108418
