0,36,1.0,36,87590,60460
1,275,11.0,275,68465,107575
2,95,6.0,95,124570,106730
3,115,18.0,115,20776,107304
4,278,8.0,278,63683,81847
5,67,2.0,67,157908,53592
6,104,18.0,104,107807,21313
7,186,12.0,186,124228,86012
8,111,4.0,111,4074,127606
9,96,12.0,96,60285,41775
10,139,5.0,139,31412,121538
11,194,2.0,194,101178,30212
12,41,5.0,41,120363,8507
13,306,59.0,306,80693,97777
14,66,4.0,66,104576,4274
15,196,0.0,196,47644,144416
16,213,23.0,213,75,218445
17,261,14.0,261,18793,122867
18,271,39.0,271,9718,113762
19,310,7.0,310,176793,8327
20,286,26.0,286,33017,90983
21,233,12.0,233,39897,93063
22,161,23.0,161,153952,28258
23,66,3.0,66,5851,120569
24,271,11.0,271,47796,174864
25,253,6.0,253,64408,33172
26,100,0.0,100,89081,36019
27,211,19.0,211,15397,136043
28,266,6.0,266,111293,25697
29,83,12.0,83,6750,138210
