0,183,8.0,183,75547,121283
1,72,0.0,72,60631,62399
2,282,17.0,282,39372,103358
3,303,54.0,303,20401,85229
4,45,3.0,45,20642,96538
5,270,50.0,270,49090,153050
6,307,55.0,307,6397,141743
7,47,4.0,47,95707,15573
8,249,24.0,249,98365,104045
9,16,1.0,16,77627,132693
10,240,6.0,240,30342,142558
11,265,29.0,265,147722,33788
12,237,33.0,237,116171,49339
13,75,11.0,75,98593,11647
14,271,44.0,271,31733,143407
15,241,18.0,241,59774,140296
16,116,3.0,116,38609,110771
17,239,1.0,239,63143,145577
18,163,15.0,163,51477,97763
19,135,14.0,135,25560,157880
