0,154,22.0,154,149233,18137
1,236,13.0,236,67773,74867
2,118,21.0,118,47184,82416
3,54,4.0,54,176516,58654
4,158,1.0,158,106348,75542
5,60,1.0,60,108883,40557
6,233,44.0,233,187675,39125
7,93,9.0,93,228949,8471
8,269,17.0,269,81885,68195
9,201,32.0,201,81585,58635
10,62,1.0,62,100983,49857
11,51,2.0,51,37843,76157
12,194,23.0,194,137279,36561
13,61,4.0,61,173158,19082
14,92,13.0,92,98124,41636
15,99,14.0,99,86895,22305
16,108,0.0,108,78414,24976
17,30,3.0,30,219688,15752
18,54,0.0,54,103038,18882
19,234,36.0,234,97776,101664
20,117,14.0,117,51606,98154
21,82,2.0,82,75403,60957
22,179,17.0,179,142610,9550
23,203,8.0,203,135226,72934
24,119,13.0,119,143900,2260
25,23,2.0,23,108850,23940
26,181,10.0,181,120790,42030
27,249,29.0,249,3421,132839
28,187,19.0,187,97034,14966
29,264,47.0,264,12039,99681
